localcodename,concept_id,CONCEPT_NAME
special USG (OBGY),4306147,Diagnostic Doppler ultrasonography
Suction Drainage S,4164516,Suction drainage
TCD + Syncope (뇌혈관초음파 +실신검사),4306147,Diagnostic Doppler ultrasonography
TCD Cerebral autoregulation(Thigh-cuff),4306147,Diagnostic Doppler ultrasonography
TCD(trans cranial doppler) F/U,4306147,Diagnostic Doppler ultrasonography
TMD Splint/Stabilizing-Simple,4071010,Splinting of teeth
TMS/10분(Transcranial Magnetic Stimulation),4130731,Transcranial magnetic stimulation
"Transplantation of Muscle and Tendon, Younts OP",4072048,Reconstruction of tendon sheath
Tunnel or subcut.implantation method(others),4234457,Replacement of tunneled centrally inserted central venous catheter
U. S. G,4306147,Diagnostic Doppler ultrasonography
수소호기검사(FM),2313621,"Breath hydrogen or methane test (eg, for detection of lactase deficiency, fructose intolerance, bacterial overgrowth, or oro-cecal gastrointestinal transit)"
"표재성절개생검(근육,연부조직)",4321986,Incisional biopsy
Adhesiotomy by Thoracotomy,4301352,Operation on lung
"Allergy Test, 피내반응시험",4139686,Diagnostic intradermal inoculation of skin
Alternate Caloric Test,4246330,Electronystagmogram
Angio abdomen CT,4061009,CT of abdomen
"Bone Graft for Alveolar Bone Graft,Allo,Xeno, or Substitute Bone ",4075904,Alveolar bone graft
"CT EYE BALL (ORBIT,(조영제미사용))",2211330,"Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; without contrast material"
"EMG, 경추(NS)",2007526,Electromyography
"EXCISION OF JOINT(FINGER,TOE)",4027004,Excision of joint
Hot Pack,4148273,Heat therapy
Knee Joint MRI(Post),4082716,MRI of knee
"Nephrostomy,Percutaneous",4303645,Radiographic imaging nephrostomy
Pleurolysis,4301352,Operation on lung
Posterior Colporrhaphy(직장류를 동반하지않는 경우),44512706,Posterior colporrhaphy NEC
POSTERIOR NASAL PACKING,4168085,Nasal packing for control of hemorrhage
"Read Out, Chest C-T",4264890,Therapeutic radiology port film interpretation and verification
REVISION HEMIARTHROPLASTY(HIP),2104835,"Hemiarthroplasty, hip, partial (eg, femoral stem prosthesis, bipolar arthroplasty)"
S10-OPCAB (1개소),4305852,Off-pump coronary artery bypass
"S3-Bone Revision, Toe",2006268,Revision of amputation stump
surgical stent(기타장치),40482751,Insertion of sports mouth guard
Tear Secretion Function Test,4064323,Schirmer's test
TEOAE,42742384,"Evoked otoacoustic emissions, screening (qualitative measurement of distortion product or transient evoked otoacoustic emissions), automated analysis"
THORACIC MRI(보험),4238572,MRI of thoracic spine with contrast
U/S for Follicle Monitoring 小,46271868,Ultrasonography of thoracic outlet
VASCULAR BYPASS OPERATION,4106548,Aortocoronary bypass of one coronary artery
"(2범위)DEBRIDEMENT & SUTURE,FACE OR NECK,근육에 달하는 것",4057680,Debridement and suture
(재검사)상부내시경초음파,4306147,Diagnostic Doppler ultrasonography
(추가)BRAIN MRI(보험),2211351,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material"
"(혈액원, 조사)백혈구여과제거 성분채집 혈소판(250ml",2720534,"Platelets, pheresis, leukocytes reduced, each unit"
10MV X-Ray Therapy(1문대향),4141448,Teleradiotherapy procedure
가족기능평가,40492724,Assessment using psychotic symptom rating scale
"강내치료,관내치료 치료계획",4293738,Intracavitary brachytherapy
관절천자,2005951,Arthrocentesis
레이노드검사(Digital),4306147,Diagnostic Doppler ultrasonography
마취중 침습적동맥압감시(삽입료포함),4296529,Anesthesia management
불안평가,44811925,Anxiety screening
수면다원화검사(이비인후과용),2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
"수술(개흉,개복술)부위로의 지속적 국소마취제 투여법",44517118,Injection of local anaesthetic NEC
수술중 내시경 위점막하 절제술(ESD)일괄절제,4140316,Fiberoptic endoscopic submucosal resection of lesion of upper gastrointestinal tract
심전도-건강증진센터(4층),2313828,"External electrocardiographic recording up to 48 hours by continuous rhythm recording and storage; includes recording, scanning analysis with report, review and interpretation by a physician or other qualified health care professional"
심폐소생술(15분을 초과하여 30분까지),2313789,"Cardiopulmonary resuscitation (eg, in cardiac arrest)"
액와신경 Block *0.5,4336448,Brachial plexus block by axillary approach
연구용 한국형 후각검사 역치,4091871,Olfaction test
온열치료 및 온열치료계획(A),4137449,Hyperthermia treatment
외부병원판독료(Lumbar MRI),4082841,MRI of lumbar spine
요추천자[뇌척수압측정을포함],2110609,"Spinal puncture, lumbar, diagnostic"
웩슬러유아용지능검사(RM),4217207,Intelligence test
유도분만[촉진분만포함](경산)-제1태아,2004762,Medical induction of labor
절개술안면이외1범위2CM이상,4147894,Incision
초음파유도하 맘모톰유방종괴제거술(2.0cm미만),4306147,Diagnostic Doppler ultrasonography
침습적 처치시 초음파 유도료,4306147,Diagnostic Doppler ultrasonography
편측 상지 운동신경전도검사(PM),43528016,Nerve conduction studies; 1-2 studies
Acoustic Rhinomanometry(알레르기),4091124,Acoustic rhinometry
Acromioplasty(Arthroscopy surgery),4300754,Acromioplasty of shoulder
Ankle Ultrasound-guided Injection,4306147,Diagnostic Doppler ultrasonography
Antepartum Care,4112701,Prenatal examination and care of mother
"Anterior Spine Fusion with Carbone Cage,Lumbar",4143668,Primary anterior excision of cervical intervertebral disc and interbody fusion of joint of cervical spine
Arthrodesis spine(post.lumbar),2103518,"Arthrodesis, posterior or posterolateral technique, single level; lumbar (with lateral transverse technique, when performed)"
Arthroscopic Adhesiolysis of Joint,4196231,Lysis of adhesions of tendon
"B12-Nasal Polypectomy, Single",4067379,Nasal polypectomy
"B18-Operation of Periapical Cyst, 2 Crown",42873016,Enucleation of radicular cyst of lower jaw
BAI(Beck 불안검사),44811925,Anxiety screening
Burn Dressing (19-36%),4233678,Application of dressing for burn
"BURN DRESSING(수,족,지,안면,성기미포함)",4233678,Application of dressing for burn
Bx under Cystoscopy,4021580,Diagnostic cystoscopy
C/sec(repeat),2110316,Cesarean delivery only
"CLOSED PINNING(METACARPAL,META",2005476,"Open reduction of fracture with internal fixation, carpals and metacarpals"
Colectomy (segmental resection ),4181781,Partial resection of colon
Computer Planning(A-1),4079574,"CT guidance for treatment planning, teletherapy"
Conization(Loop Electrosurgical Excision),2110154,"Conization of cervix, with or without fulguration, with or without dilation and curettage, with or without repair; cold knife or laser"
CURETTAGE,4311933,Debridement of wound of skin
CVVHD(catheter insert day),4051329,Continuous venovenous hemodialysis
Cystoscopic Biopsy,4021580,Diagnostic cystoscopy
Decubitus Dressing L,4080499,Dressing of wound
DISSECTION OF AXILLARY LYMPHAT,4120961,Excision of axillary lymph node
Doppler unit pocket,4217197,"Biofeedback, pulse wave velocity"
Dosimetry,2211848,"Special dosimetry (eg, TLD, microdosimetry) (specify), only when prescribed by the treating physician"
EKG(임상시험용),2313828,"External electrocardiographic recording up to 48 hours by continuous rhythm recording and storage; includes recording, scanning analysis with report, review and interpretation by a physician or other qualified health care professional"
Electronic Digital Portal Vision,2007488,Other radiotherapeutic procedure
Endoscopic Balloon Sphincter Dilation,2108909,Endoscopic retrograde cholangiopancreatography (ERCP); with removal of calculi/debris from biliary/pancreatic duct(s)
"Excision of Skin benign Tumor(ORGANS,주요장기에 인접)",4147588,Excision of lesion of skin
Excision of Submandibular(Submaxillary) gland or s,2108773,Excision of submandibular (submaxillary) gland
"External Fixation, Forearm",2005217,"Application of external fixator device, radius and ulna"
FREDET RAMSTEDET OPERATION,2108957,"Pyloromyotomy, cutting of pyloric muscle (Fredet-Ramstedt type operation)"
Free Mycutaneous Flap,4140257,Local myocutaneous flap
"Frenulotomy, Complex",4320774,Incision of lingual frenum
Fundus photo(non-mydriatic),2007826,Fundus photography
Halter Traction,44515600,Skin traction
"I&D, Peritonsillar Abscess",2108797,Incision and drainage abscess; peritonsillar
IMRT-C,40480519,Intensity modulated radiation therapy
Intracranial Vessel Thrombectomy using Retrievable Stent,4085113,Percutaneous thrombolysis
Intralesional Injection L,4100330,Intralesional injection of skin
LAVH,2004486,Other and unspecified hysterectomy
"Mastectomy, Radical",4261671,Partial mastectomy with axillary lymphadenectomy
Mastoid Dressing,4080499,Dressing of wound
"Neck Lymph Dissect(Both),Selective,타수술과동시실시",2002322,"Radical neck dissection, bilateral"
OCT Ⅱ,4144452,Optical coherence tomography of eye region
One visit endodontics(deciduous,4208099,Endodontic procedure
"Osteomyelitis,Bone abscess(oth",4101040,Osteomyelitis drainage
Paracentesis(Anterior Chamber),44509340,Paracentesis of anterior chamber of eye
PCR HSV,40482792,Quantitative PCR analysis
PENIS USG,4306147,Diagnostic Doppler ultrasonography
Percutaneous Vertebroplasty (1level),2005924,Percutaneous vertebroplasty
Platelet pheresis(혈액원),2720534,"Platelets, pheresis, leukocytes reduced, each unit"
Play Therapy,4088889,Individual psychotherapy
Posterolateral Repair & Augmentation,4346964,Reconstruction of posterior cruciate ligament of knee joint
Postpartum Care,2110314,Postpartum care only (separate procedure)
Posturography,2313721,Computerized dynamic posturography
Radical Hysterectomy c Pelvic L/D & Paraaortic LN Bx.,2110179,"Radical abdominal hysterectomy, with bilateral total pelvic lymphadenectomy and para-aortic lymph node sampling (biopsy), with or without removal of tube(s), with or without removal of ovary(s)"
"Removal of Fixation Device, Fibula",4218085,Removal of internal fixation device of ulna
Removal of Mandibular Fixation Wire,2102932,"Removal of implant; superficial (eg, buried wire, pin or rod) (separate procedure)"
Removal of Molluscum Contagiosum (others),4136166,Tumor destruction
S10-Repair of Atriar Septal Defect (ASD),4012932,Atrioseptoplasty
S2-Excision of Bony Spur,4305752,Osteotomy
S5-Anterior Capsular Release,4343908,Ligament reconstruction
"S6-Posterolateral Fusion, Lumbar Spine",2103518,"Arthrodesis, posterior or posterolateral technique, single level; lumbar (with lateral transverse technique, when performed)"
S7-Operation of F.D-Simple,4138816,Cranioplasty
"S8-Operation of Aneurysm, Aneurysm Coating(Simple)",4224511,"Application of clamp to cerebral aneurysm, Crutchfield or Silverstone"
"Scalp Suture, 5cm 이상",4125906,Suture open wound
"Shunt Revision,Ventriculo-Other",4287375,Shunt of cerebral ventricle to extracranial site
Sigmoidoscopic Biopsy,2002704,Flexible sigmoidoscopy
"Soaking and Wet Dressing, 9% 이하",4080499,Dressing of wound
Stereotactic Aspiration of Hematoma,2110541,"Stereotactic biopsy, aspiration, or excision, including burr hole(s), for intracranial lesion"
Tibial Nerve SEP(PM),2314140,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in lower limbs"
TMD Splint/follow-up Management-Moderate,4071010,Splinting of teeth
TREADMILL TEST,2007055,Cardiovascular stress test using treadmill
U/S Guide cath insert(TS),4306147,Diagnostic Doppler ultrasonography
"U/S Guide cath/Tube insert at Abd(간,담낭,비장,췌장)(TS)",4306147,Diagnostic Doppler ultrasonography
Upper GI endoscopy,4294382,Esophagogastroduodenoscopy
Visuospatial Function/Memory,44790514,Neuropsychology test of memory
Wound Soaking B(10-18%),4080499,Dressing of wound
(추가)T-L-S SPINE MRI(보험),4082839,MRI of spine
기관내삽관마취유지(15분당),4086417,Maintenance of general anesthesia
신장내과 초음파 C,2792048,Ultrasonography of Bilateral Kidneys
"BRAIN MRI(산재,자보)",2211351,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material"
CERVICAL MRI(보험),2211411,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, cervical; with contrast material(s)"
CHOLANGIOGRAM MRI(보험)+3D,4194588,Magnetic resonance cholangiopancreatography
DISKECTOMY(OPEN.THORACIC),4118092,Excision of thoracic intervertebral disc
E.R.C.P,4304943,Endoscopic retrograde cholangiopancreatography
Fractional Curettage,2110170,Endometrial sampling (biopsy) performed in conjunction with colposcopy (List separately in addition to code for primary procedure)
"G.T.R, c Allogenic,Xenogenic, or Substitute Bone Graft",4146974,"Guided dentoalveolar tissue regeneration, including surgery and re-entry"
Intubation Tube Insertion,4013354,Insertion of endotracheal tube
"Laser Endovenous obliteration,Uni.",40492036,Endovenous laser ablation of varicose vein
OBGYN U/S C,46271868,Ultrasonography of thoracic outlet
One visit endodontics((영구치),2001122,Restoration of tooth by filling
"Removal of Perineal Condyloma, 간단",4125305,Excision of condylomata acuminatum
RESIN CARIES 6,4100211,"Restoration, resin"
"S6-Operation of Spinal Stenosis, Thoracic",4118092,Excision of thoracic intervertebral disc
speech-lang.eval(advance test),44788941,Language expression assessment
TCD monitoring,4306147,Diagnostic Doppler ultrasonography
U/S Ankle,2792048,Ultrasonography of Bilateral Kidneys
U/S Breast-HEXC(4F),46257455,"Ultrasound, breast, unilateral, real time with image documentation, including axilla when performed; complete"
Ulnar N.B,4336448,Brachial plexus block by axillary approach
Work Simulation trainning,2007675,Occupational therapy
ZOE Temporary Filling,4124187,Restoration of fractured tooth with tooth fragment
"(1범위)INCISION, OTHER, 1CM미만",4147894,Incision
(재검사) 상부수면내시경초음파,4306147,Diagnostic Doppler ultrasonography
"(조사)농축적혈구, 전혈 320ml",2720527,"Red blood cells, each unit"
(하부)수면각성 Endo sono,4306147,Diagnostic Doppler ultrasonography
24PH Manometry(1),2313613,"Esophagus, gastroesophageal reflux test; with nasal catheter pH electrode(s) placement, recording, analysis and interpretation"
갑상선영상(단독/I-131),4294170,Radionuclide thyroid imaging
경동맥초음파(Carotid Doppler),4306147,Diagnostic Doppler ultrasonography
고주파열치료간초음파유도료(초회),4306147,Diagnostic Doppler ultrasonography
마취위한 굴곡성기관지경 삽관술,4335583,Tracheal intubation using rigid bronchoscope
비인두 내시경검사(Post-op),44788943,Speech assessment
사회사업조사,4249127,Social assessment
상지(양)+하지(양) NCV,43528016,Nerve conduction studies; 1-2 studies
수족지부 신경봉합술,4250330,Neurorrhaphy
심장도플러검사(산재 전용),4311293,Color doppler ultrasound
심장도플러검사(산재전용),4311293,Color doppler ultrasound
액와신경 Block,4336448,Brachial plexus block by axillary approach
"잔기량 및 용적가스 측정,헬륨가스사용",2314018,Respiratory flow volume loop
집중요법(15분이상~45분미만),4088889,Individual psychotherapy
측두하악관절자극요법(1일당)-복합자극,2007587,Other physical therapy
태아 건강평가 검사용 초음파,4306147,Diagnostic Doppler ultrasonography
학습치료교육 A(1회),44804575,Parent education about child health
ACROMINOPLAST&REPAIR(SHOULDER,4300754,Acromioplasty of shoulder
ACTH(60MIN),4149382,Endocrine/metabolic screening
Acute PD Dialysate Exchange(1일당),46271816,Management of peritoneal dialysis
Attention SNSB,46285210,Assessment using Attentional Capacity Test
Auriculotemporal N.B,4140397,Local anesthetic nerve block
"B12-Endoscopic Nasal Polypectomy, Diffuse",4019988,Nasal endoscopy with nasal polypectomy
"B18-Apicoectomy, Anterior Tooth(1치당)",4138382,"Apicoectomy/periradicular surgery, anterior"
Barbeque(ENT),2314175,"Canalith repositioning procedure(s) (eg, Epley maneuver, Semont maneuver), per day"
Bx under Diagnotic Bronchoscopy,4206027,Bronchoscopy with biopsy
"C/R & Percutaneous Pinning, Wrist",4343340,Fixation of fracture using pins
C/R of Nasal Bone Fracture,4114788,Reduction of fractured nasal bone
Cardioversion,2008358,Other electric countershock of heart
Chest Tube Insertion,4150693,Tube thoracostomy with water seal
"Closed Reduction of Fracture, Femur",46270911,Closed reduction of fracture of pelvis and internal fixation
"Closed Reduction of Fracture, Pelvis",46270911,Closed reduction of fracture of pelvis and internal fixation
Contrast Enanced USG,4306147,Diagnostic Doppler ultrasonography
Cryosurgery 25cm 이상,4114640,Cauterization of skin lesion
CT CHEST,4058335,CT of chest
"Cystometry, Uroflowmetry, Urethral Press",4099391,Urodynamic studies
Cystoscopy,4021580,Diagnostic cystoscopy
DM FOOT Dirty wound dressing 우측하지,4080499,Dressing of wound
ESWL(4차.5차),2109635,"Lithotripsy, extracorporeal shock wave"
"Evac-Endoscopic Turbinectomy, Submucosal Inferior",40492803,Endoscopic sphenoidectomy with turbinectomy
Excision of Cervical Lymphadenoma(ENT),4064257,Excision of regional lymph nodes
explo Excision of Paraovarian Cyst(Bilateral),44513521,Other specified bilateral excision of adnexa of uterus
explo Salpingo-Oophorectomy(Bilateral),44513521,Other specified bilateral excision of adnexa of uterus
"External Fixation, Femur",40488930,External fixation of femur
Extraction of Nail(압박좌멸),4125906,Suture open wound
FACIAL MRI,4149350,MRI of face
Fetal Echocardiography,4311293,Color doppler ultrasound
HAM-D(The Hamilton Rating Scale for Depression),4064377,Depression screening
"Hepatectomy, Segmentectomy",4067461,Resection of segment of liver
IMRT-PLAN A(120분이하소요),40480519,Intensity modulated radiation therapy
Intraoperative EEG ,2314108,Electrocorticogram at surgery (separate procedure)
laparoscopic Salpingo-Oophorectomy(Unilateral),44513521,Other specified bilateral excision of adnexa of uterus
LOCAL PERFUSION,4243600,In situ perfusion
LUNG VOLUME BY PLETHYSMOGRAPHY,42742387,"Plethysmography for determination of lung volumes and, when performed, airway resistance"
MANDIBULAR N.B,4140397,Local anesthetic nerve block
Movement Disorder Rating Scale,4062733,Neurological screening
Natural Drainage and care after Operation,4124141,Continuous suction drainage
"Neurorrhaphy, Hand or Foot",4250330,Neurorrhaphy
"OB US E1,DR",40488298,Ultrasonography in first trimester
Open Multiple Reduction L,4313570,Open reduction of fracture
OPEN REDUCTION FRACTURE EXTREM,4239455,Open reduction of dislocation of toe
"Open Reduction of Fracture, Radius",4290017,Open reduction of fracture of ulna
open reduction(humerus),2103754,"Open treatment of scapular fracture (body, glenoid or acromion) includes internal fixation, when performed"
OPEN REDUCTION(OTHERS),2104639,"Open treatment of metacarpal fracture, single, includes internal fixation, when performed, each bone"
"Operation of Squint(단순,단일 안근)",4214521,Strabismus surgery
Operration of Pterygium (Flap Ttansposition etc),4224000,Transposition of pterygium
Optic Disc Stereophoto(편측),4071170,"Ocular photography for medical evaluation and documentation, stereophotography"
Ossicular reconstruction,4265725,Reconstruction of ossicular chain
"Partial Mastectomy,Axillary Dissection for Breast Ca.",4261671,Partial mastectomy with axillary lymphadenectomy
Pathergy test(RHMD),4205590,Skin test
Probing of Lacrimal Duct,2111180,"Probing of nasolacrimal duct, with or without irrigation; with insertion of tube or stent"
PSVT 중격천자,4049987,Radiofrequency ablation operation for arrhythmia
Rapid ARC A(재치료),40480519,Intensity modulated radiation therapy
"Reconstruction of Tendon, Simple",4072048,Reconstruction of tendon sheath
"Removal of Fixation Device,수족지",4200846,Removal of internal fixation device from carpals and/or metacarpals
Removal of Maxillary Fixation Wire,2102932,"Removal of implant; superficial (eg, buried wire, pin or rod) (separate procedure)"
"Removal of Skin Tumor,Benign,Extended to Muscle Layer",4147588,Excision of lesion of skin
REMOVAL OF SPLINT(1악당),2008067,Removal of dental prosthesis
"Repair of A-V Shunt(aneurysm resection,ligation)",2002225,Repair of arteriovenous fistula
"S1-Excision of Joint, Synovectomy, Knee",4027004,Excision of joint
"S1-Removal of Loose Body, Open (大)",4027004,Excision of joint
S2-Osteotomy & Internal Fixation Radius,42872810,Osteotomy and internal fixation
S5-Tendon Graft,4343908,Ligament reconstruction
"S5-Transplantation of Muscle and Tendon, Tendon Graft",4072048,Reconstruction of tendon sheath
"S6-Anterior Lumbar Spine Fusion, with Instrument",2103512,"Arthrodesis, anterior interbody technique, including minimal discectomy to prepare interspace (other than for decompression); lumbar"
"S7-Cranioplasty, Split Cranioplasty",4138816,Cranioplasty
S7-T.S.A,4200418,Parathyroidectomy
Septal puncture시 ,4049987,Radiofrequency ablation operation for arrhythmia
"Skin Graft, Other, 25cm2미만(화상치료목적)",4291637,Split thickness skin graft
Static Cervical Traction,44515600,Skin traction
STELLATED G.B,4142322,Sympathetic nerve or ganglion block
Stroboscopy(재진),44788943,Speech assessment
SUBCUTANEOUS TENOTOMY,4041632,Subcutaneous tenotomy
"Suture of Extraoral Wound, 大",44513189,Other specified suture of skin of head or neck
Suture of The Wound 안면근육에 달하는 것,4125906,Suture open wound
TCD PFO Test,4306147,Diagnostic Doppler ultrasonography
"Thoracotomy, Exploratory",4096152,Exploratory thoracotomy
Thyroid & Neck USG(재진),4306147,Diagnostic Doppler ultrasonography
"Thyroidectomy,Total,Uni.",2000269,Unilateral thyroid lobectomy
Tympanic aspiration(편측),4160183,Tympanocentesis
"U/S Guided Injection ,Alcohol",4306147,Diagnostic Doppler ultrasonography
U/S Intravascular(흉부외과),4306147,Diagnostic Doppler ultrasonography
Ventilation tube removal,44508631,Removal of ventilation tube from tympanic membrane
VEP 반시야(PM),4271435,Visual evoked potential study
(추가)CERVICAL MRI(보험),4082840,MRI of cervical spine
악관절복합자극요법(1일당),2007528,Physical therapy exercises
외부병원판독료(Temporal(CISS) MRI),40492325,MRI of temporal lobe
정액검사(산부인과전용),2213357,"Sperm isolation; simple prep (eg, sperm wash and swim-up) for insemination or diagnosis with semen analysis"
제왕절개 전 질식분만시도,4128030,Delivery procedure
편측 대복제 정맥(레이저정맥폐쇄술),40492036,Endovenous laser ablation of varicose vein
Coronary Angiography fail,4142645,Coronary angiography
CPM(침상),2007528,Physical therapy exercises
CT guide bone bx,2211327,"Computed tomography, head or brain; without contrast material"
Dental Periapical View,4346193,Dental X-ray periapical
"Excision of Joint, Synovectomy, Hip",4027004,Excision of joint
G-I Bleeding Scan,4000085,Isotope study for gastrointestinal blood loss
Gold Inlay / Complex/Special,2001122,Restoration of tooth by filling
Intubation Tube Change,4013354,Insertion of endotracheal tube
L-C Resin Class V Simple(Dr.),4100211,"Restoration, resin"
Mapping of Speech Processor,2795470,Cochlear Implant Assessment using Hearing Aid Selection / Fitting / Test Equipment
OBGYN U/S C,44514581,Ultrasound of abdomen
Operration of Pterygium(other),4244070,Operation on pterygium
PNS CT(14 CUT)(조영제미사용),2211333,"Computed tomography, maxillofacial area; without contrast material"
REMOVAL OF PUS ON PHARYNGEAL LYMPHATIC POUCHBO,4138731,Operation on pharyngeal pouch
"Removal of Soft Tissue Tumor,Benign,근막하,근육내",4167978,Excision of lesion of soft tissue
Renal Doppler,4306147,Diagnostic Doppler ultrasonography
surgical stnt(cleft 장치),40482751,Insertion of sports mouth guard
TEMPORAL MRI(보험),4197203,MRI of head with contrast
"THORACIC MRI(산재,자보)",4238572,MRI of thoracic spine with contrast
Whole body PET,45765752,Positron emission tomography of whole body
(자보)후각기능검사-인지,4091871,Olfaction test
4회 초음파 유도하 증식치료,4306147,Diagnostic Doppler ultrasonography
가압근관충전(1근관당),4122350,Root canal obturation
건강질문지 PHQ-15,40492724,Assessment using psychotic symptom rating scale
기관지유발시험-비특이적 조제실제제(메타콜린 원료이,4182203,Provocative test
단기기억력검사(시각),44790514,Neuropsychology test of memory
"동결침전제제, 전혈 400ml기준",2720518,"Cryoprecipitate, each unit"
발바닥 사마귀제거술,2101928,"Paring or cutting of benign hyperkeratotic lesion (eg, corn or callus); single lesion"
수면 Colonic EUS,4306147,Diagnostic Doppler ultrasonography
악관절강내세척,40488485,Arthrocentesis of temporomandibular joint
자기주장 훈련,4104824,Electroencephalographic biofeedback
자동화 청성뇌간반응검사,4136746,Automated auditory brainstem response test
정신건강교육,2213548,Group psychotherapy (other than of a multiple-family group)
좌심실조영 ECHO(Contrast),4306147,Diagnostic Doppler ultrasonography
중격천자+상심실성고주파절제술,4049987,Radiofrequency ablation operation for arrhythmia
창상봉합술안면이외단순1범위2.5-5미만,4125906,Suture open wound
APPENDIX USG,4306147,Diagnostic Doppler ultrasonography
"AV fistula,auto.vein",4197217,Arteriovenous anastomosis for renal dialysis
Bicycle Ergometer,2007055,Cardiovascular stress test using treadmill
Both Knee Ultrasound,4306147,Diagnostic Doppler ultrasonography
BRAIN CT,4244986,Computerized axial tomography of brain without radiopaque contrast
Bronchoscopy & lung biopsy,4085734,Bronchoscopy with transbronchial lung biopsy
BT Lower Extremity Doppler Artery,4194148,Ultrasound scan of lower limb arteries
"CHOLEDOCHOTOMY,CHOLEDOCHOLITHOTOMY",4169514,Incision of common bile duct
"CLOSED PINNING(METACARPAL,META",2005477,"Open reduction of fracture with internal fixation, phalanges of hand"
Color Vision Test,2007822,Color vision study
Cyclodiathermy,4297154,Photocoagulation of iris
Davinch I(600N),2000841,Endoscopic robotic assisted procedure
Echocardiogram (F/U),4311293,Color doppler ultrasound
"EKG, Rhythm Strip<p>",2313828,"External electrocardiographic recording up to 48 hours by continuous rhythm recording and storage; includes recording, scanning analysis with report, review and interpretation by a physician or other qualified health care professional"
"ESWL(2-5회실시시,각회당）",2109635,"Lithotripsy, extracorporeal shock wave"
Excision of Ganglion M,4321677,Excision of ganglion cyst
Excision of Skin benign Tumor(MUSCLE 근육층),4147588,Excision of lesion of skin
"External Fixation, Pelvis",40488930,External fixation of femur
Extremity CT,2211494,"Computed tomography, lower extremity; without contrast material"
Fasciotomy,2006123,Fasciotomy
FLAP OPERATION(1/3악당),4125943,Periodontal operation
Frontal/Executive Function,44790514,Neuropsychology test of memory
Fundus photo(non-mydriatic)(양측),2007826,Fundus photography
"Hemovac Drainage, Daily",4124141,Continuous suction drainage
"I&D, Mouth Floor Abscess",4227570,Incision of floor of mouth
"Incisional & Excisional Biopsy,Others",4068309,Biopsy of orbital lesion
"Individual Supportive Psychotherapy, 15-30 분",2007730,Individual psychotherapy
INGUINAL USG,4306147,Diagnostic Doppler ultrasonography
Intervention Fail(Coronary A.),4006788,Percutaneous transluminal coronary angioplasty
INTRA OR EXTRA-CATARACT EXTRAT,4208126,Extraction of cataract
Laryngeal Polypectomy,4034524,Direct laryngoscopy with excision of tumor
L-SYMPATHETIC G.B(교감신경절 및 신경총파괴술),4140859,Extirpation of lumbar sympathetic nerve
MASTECTOMY(RADICAL MASTECTOMY),2102734,"Mastectomy, radical, including pectoral muscles, axillary lymph nodes"
"OP. for Incisional Hernia, Others",44513882,Other specified primary repair of incisional hernia
Open Adhesiolysis of Joint,4343908,Ligament reconstruction
OPEN REDUCTION FRACTURE EXTREM,4200539,Open reduction of dislocation of finger
PCL Reconstruction,4346964,Reconstruction of posterior cruciate ligament of knee joint
Penile Doppler(비뇨기과용),4306147,Diagnostic Doppler ultrasonography
PLATELET PHERESIS(보관용),2720533,"Platelets, pheresis, each unit"
Postoperative Bleeding Control,4168088,Postoperative hemorrhage control
prophylaxis,4058498,"Dental prophylaxis, children"
"Reconstruction of Cruciate Ligament, Ant",4346964,Reconstruction of posterior cruciate ligament of knee joint
REDUCTION OF SUBLUXATED TOOTH,4070591,Replantation of tooth
Removal of Accessory Breast(Bilateral),4129188,Excision of accessory breast
"Removal of Brain Tumor, Medium",4304384,Removal of foreign body from sphenoid sinus
Removal of Corneal Stitches Under Microscopy,4065834,Removal of corneal suture
Removal of Plate or Screw,4331576,Removal of internal fixation device from phalanges of hand
"Removal of Plate or screw,기타",4200846,Removal of internal fixation device from carpals and/or metacarpals
RESIN CORE 3,4126597,Post core preparation of tooth
"S12-Turbinectomy, Submucosal Inferior",2001044,Turbinectomy
"S1-Operation for Bone Tuberculosis, Tibia",4101040,Osteomyelitis drainage
S2-Subacromial Decompressiin,4305752,Osteotomy
S5-Acromioplasty & Rotator cuff Repair c Myoplasty & Tendoplasty,4300754,Acromioplasty of shoulder
"S5-Tendon Grafting, Muscle/Tendon Transfer",4343908,Ligament reconstruction
"S8-Operation of Aneurysm, Neck Clipping(Simple)",4224511,"Application of clamp to cerebral aneurysm, Crutchfield or Silverstone"
Sensory Current Perception Threshold,2617340,"Current perception threshold/sensory nerve conduction test, (snct) per limb, any nerve"
Speech-Language Evaluation(PSY)-150min,44788943,Speech assessment
Speech-Language Therapy(PSY)-20m,2007658,Other speech training and therapy
Therapeutic Pericardiocentesis,4149930,Pericardiocentesis
Tissue Expander Insertion(화상치료목적),4122977,Skin flap operation
TRIGER FINGER,4346393,Release of trigger finger
Tube Insert Into Nasolacrimal Duct,4185421,Slitting of lacrimal canaliculus for passage of tube
"Urethral Dilation, Soundation",4147379,Dilation of urethra
URODYNAMIC STUDY,4099391,Urodynamic studies
