localcodename,concept_id,CONCEPT_NAME
에르덜진 정 1mg,745372,"ergoloid mesylates, USP 1 MG Oral Tablet"
에르카핀 정 10mg,19017656,lercanidipine 10 MG Oral Tablet
오큐플리딘 점안액 5ml/BT,905080,Trifluridine 10 MG/ML Ophthalmic Solution
젬시트 주 200mg/VI,1314924,gemcitabine
Bitran powder,19095309,Cholestyramine Resin
BSS Sol 500ml,19132040,Calcium Chloride 0.004 MEQ/ML / Magnesium Chloride 0.003 MEQ/ML / Potassium Chloride 0.01 MEQ/ML / Sodium Acetate 0.0475 MEQ/ML / Sodium Chloride 0.109 MEQ/ML / sodium citrate 0.012 MEQ/ML Ophthalmic Solution
Cathejell Gel 8.5g,40226969,Lidocaine Hydrochloride 0.02 MG/MG Topical Gel
Celance Tab 0.25mg,19079242,Pergolide 0.25 MG Oral Tablet
Cloriol Inj. 100mg,19063806,Tolperisone 100 MG/ML Injectable Solution
Grandpaze-F Soft Cap,21600128,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
"Haldol(4주,고용량)Decanoas Inj 50mg/1ml",40165565,haloperidol decanoate 50 MG/ML Injectable Solution
Intra MCT 10% 500ml/Bot,21601156,fat emulsions
Lefocin Inj 250mg/50ml,46287441,Levofloxacin 5 MG/ML Injection
Lipitor Tab 80mg(원외),1545959,atorvastatin 80 MG Oral Tablet
Phellis Cap 550mg,42903513,Phellinus linteus mycelium extract
Pratin Tab.4mg,40166704,Cyproheptadine hydrochloride 4 MG Oral Tablet
Puregon Inj 100IU,19101715,follitropin beta 200 UNT/ML Injectable Solution
Risumic Tab 10mg,19063729,amezinium 10 MG Oral Tablet
Spara Tab 100mg,1733765,sparfloxacin
Stocrin Cap 200mg,19028907,efavirenz 200 MG Oral Capsule
Timentin Inj. 1.6g,21602864,ticarcillin and enzyme inhibitor
Tropine Inj 50mg,42799677,Dopamine Hydrochloride 10 MG/ML Injectable Solution
Tuberactin Inj. 1g,21603095,Antibiotics
(마)듀로제식 디트랜스패취 25mcg/h,42902803,Fentanyl 0.025 MG/HR Transdermal System
0.3% 네리소나 크림 10G/TB,19026097,Diflucortolone 0.003 MG/MG Topical Ointment
네프비타 정,40167860,Ascorbic Acid 60 MG / Calcium Pantothenate 10 MG / D-BIOTIN 0.3 MG / Folic Acid 0.8 MG / Niacinamide 20 MG / pyridoxine 10 MG / Riboflavin 1.7 MG / Thiamine 1.5 MG / Vitamin B 12 0.006 MG Oral Tablet
넥사바 정 200mg,1363389,sorafenib 200 MG Oral Tablet
뉴로패시드오디 정 600mg,1386695,Thioctic Acid 600 MG Oral Tablet
디카맥스 디 정,21600874,"Calcium, combinations with vitamin D and/or other drugs"
메게이스에프내복현탁액 5ml,1301001,Megestrol Acetate 125 MG/ML Oral Suspension
메바로친정 5MG,19022104,Pravastatin 5 MG Oral Tablet
명문로비눌주사 1ML,963359,Glycopyrrolate 0.2 MG/ML Injectable Solution
모빅 캡슐 7.5mg,19103398,meloxicam 7.5 MG Oral Capsule
뮤테란 캅셀,19103575,Acetylcysteine 200 MG Oral Capsule
베노훼럼 주 5ml,35605706,iron sucrose 20 MG/ML Injection
보령 아미노스테릴페드주 6% 100,19124969,Amino Acids
소아용후로목스 세립 100mg/G,21602911,cefcapene
시낙텐 주 250mcg/1ml/AM,19008009,Cosyntropin
심발타캡슐 60mg,715300,duloxetine 60 MG Delayed Release Oral Capsule
쎄로켈 정 25mg,766820,quetiapine 25 MG Oral Tablet
씨제이5%포도당생리식염주사액 500ml,36249702,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injection
아스피린프로텍트 정 100mg,19021575,Aspirin 100 MG Delayed Release Oral Tablet
안티트롬빈 주 500iu,1436169,Antithrombin III
앤지비드 서방정 40mg,1383988,Isosorbide Dinitrate 40 MG Extended Release Oral Tablet
에스케이티디백신 주 0.5ml,21601317,"tetanus toxoid, combinations with diphtheria toxoid"
유멕스 정 5mg,40165271,selegiline hydrochloride 5 MG Oral Tablet
유히브 주,529118,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine"
젬탄 주 200mg/VI,35603172,gemcitabine 200 MG Injection
카이트릴 주,19058193,Granisetron 1 MG/ML Injectable Solution
카프릴 정 12.5mg,19074672,Captopril 12.5 MG Oral Tablet
카프솔 주 500ml,19124969,Amino Acids
케토신주사 30mg/1ml/AM,40164851,Ketorolac Tromethamine 30 MG/ML Injectable Solution
코티캡 주 100mg/VI,975505,Hydrocortisone 100 MG Injection
팩티브 정 320mg,19124327,gemifloxacin 320 MG Oral Tablet
페르본 정 5mg,1388800,Leucovorin 5 MG Oral Tablet
한림헤파린나트륨 주 25000IU/5ml/VI,19077987,Heparin 5000 UNT/ML Injectable Solution
Adalat Cap 5mg(내시경용),1318859,Nifedipine 5 MG Oral Capsule
Alphagan-P Eye Drop 5ml,40164134,Brimonidine tartrate 1.5 MG/ML Ophthalmic Solution
AMIkacin Inj 250mg/2ml,40173554,Amikacin Sulfate 125 MG/ML Injectable Solution
Andriol Soft Cap 40mg,1636782,Testosterone 40 MG Oral Capsule
Atock Tab 40mcg,1196677,formoterol
Calcite Tab 950mg,19058574,Calcium Citrate 950 MG Oral Tablet
Candemore Plus Tab 16/12.5mg,974702,candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet
Cleocin Cap 150mg,997892,Clindamycin 150 MG Oral Capsule
Crestor Tab 20mg(원외),40165253,Rosuvastatin calcium 20 MG Oral Tablet
Detrusitol Tab 2mg,40163789,tolterodine tartrate 2 MG Oral Tablet
Femara Tab 2.5mg,19022830,letrozole 2.5 MG Oral Tablet
Flagyl Inj 500mg,1707348,Metronidazole 5 MG/ML Injectable Solution
Galspa Soft Cap,21600517,Other drugs for bile therapy
GASTROGRAFIN SOLN 100ml(조영제),21605375,diatrizoic acid
Hicodone Tab,40162552,Acetaminophen 500 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet
Hydantoin Tab 100mg,40163213,Phenytoin sodium 100 MG Oral Tablet
Klaricid Tab.250mg,1750501,Clarithromycin 250 MG Oral Tablet
Mestinon Tab 60mg,40173888,Pyridostigmine Bromide 60 MG Oral Tablet
Morphine Sulfate 5mg/5ml Inj ,35604843,Morphine Sulfate 1 MG/ML Injection
Mycostatin Syr,19079119,Nystatin 100000 UNT/ML Oral Suspension
Novalgin Inj.1g,19031455,Dipyrone 500 MG/ML Injectable Solution
Pariet Tab 10mg(원외),40163283,Rabeprazole sodium 10 MG Delayed Release Oral Tablet
Persantin-75 Tab 75mg,19076623,Dipyridamole 75 MG Oral Tablet
Picolight Pow,21600553,"sodium picosulfate, combinations"
Prepenem Inj 500mg,35604068,Cilastatin 500 MG / Imipenem 500 MG Injection
Privituss Susp 8ml/PAK,21603428,cloperastine
Prodag Susp 500mg,1113648,nabumetone
Prospan 7.5ml/PAK,42899163,Hedera helix leaf extract
Rilutek Tab 50mg,19021432,Riluzole 50 MG Oral Tablet
Sagacin Inj 60mg/1.5ml,19072089,micronomicin
Sebivo Tab 600mg,1758394,telbivudine 600 MG Oral Tablet
Symbicort 160/4.5mcg 60D Turbuhaler ,42902748,Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler
Trajenta Tab 5mg,40239218,Linagliptin 5 MG Oral Tablet
Trandate Tab 100mg,40169683,Labetalol hydrochloride 100 MG Oral Tablet
Vastinan Tab 20mg,19005627,Trimetazidine 20 MG Oral Tablet
Viagra Tab 100mg(원외),1316269,sildenafil 100 MG Oral Tablet
Vioxx Tab 25mg,19080243,rofecoxib 25 MG Oral Tablet
Zinnat Tab 250mg,19075001,Cefuroxime 250 MG Oral Tablet
Zyrtec Syr(1mg/1ml),40228203,cetirizine hydrochloride 1 MG/ML Oral Solution
0.01%스티바A크림,19059909,Tretinoin 0.1 MG/ML Topical Cream
8.5% 후라바솔 250ML/BTL,19124969,Amino Acids
리넥신 정,21600985,Platelet aggregation inhibitors excl. heparin
메조민 정 50mg,19019155,Methazolamide 50 MG Oral Tablet
복합스파몬주,21600185,caroverine
스모프카비벤주 1477ml,21601159,combinations
애피드라 주 솔로스타 300IU/3ml/pen,42902468,"Insulin, Glulisine, Human 100 UNT/ML Pen Injector"
액티라제 주 50mg,19072961,alteplase 1 MG/ML Injectable Solution
중외글루콘산칼슘주사(20ML),19037061,Calcium Gluconate 100 MG/ML Injectable Solution
Atgam Inj 250mg,19073335,"Lymphocyte Immune Globulin, Anti-Thymocyte Globulin 50 MG/ML Injectable Solution"
Avaxim(소아용) Inj 80unit/0.5ml,44814322,Hepatitis A Virus
Carplan Inj. 50mg,1344909,Carboplatin 10 MG/ML Injectable Solution
Choriomone Inj 5000IU,19077733,Chorionic Gonadotropin 5000 UNT/ML Injectable Solution
Cresante Tab 10mg(원외),40165245,Rosuvastatin calcium 10 MG Oral Tablet
Dactinomycin Inj 0.5mg,1311443,Dactinomycin
Diprivan Inj 1%,753629,Propofol 10 MG/ML Injectable Suspension
Enbrel(초과) Inj 25mg/0.5ml/PFS,42902836,Etanercept 50 MG/ML Prefilled Syringe
Fludarene Cap 200mg,19059660,chromocarb diethylamine 200 MG Oral Capsule
Gadovist Inj 10ml/PFS(조영제),19048493,gadobutrol
Halothane,19066747,Halothane
Helixor M Inj 10mg/1ml,21603726,Other plant alkaloids and natural products
Ketalar Inj.10mg,19057195,Ketamine 10 MG/ML Injectable Solution
MalaFREE Tab 15mg,40175427,Primaquine Phosphate 26.3 MG Oral Tablet
Mitomycin-C Inj 10mg,1389036,Mitomycin
Monoclate-P Inj (IU),21021934,Factor VIII 500 IU Injection
Postinor-1 Tab 1.5mg,1589573,Levonorgestrel 1.5 MG Oral Tablet
Unasyn Inj 750mg,21602862,ampicillin and enzyme inhibitor
Videx EC Cap 250mg,19113114,Didanosine 250 MG Extended Release Oral Capsule
5%포도당가엔에이.케이주2호 1L,42479958,Glucose 50 MG/ML / Potassium Chloride 1.5 MG/ML / Sodium Chloride 4.5 MG/ML Injectable Solution
가바틴 정 600mg,19077550,gabapentin 600 MG Oral Tablet
뉴디짐 주 1g/v,19028286,cefodizime
니트로링구알 스프레이 12.2ml/BT,19126352,Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray
더모픽스 질정 500mg,939134,sertaconazole
동아아드리아마이신 10MG,40243759,Doxorubicin Hydrochloride 2 MG/ML Injectable Solution
딜테란서방캡슐 180mg,1328585,Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule
란스톤 LFDT 정30mg,19098167,lansoprazole 30 MG Disintegrating Oral Tablet
모노신 정 100mg,46233711,doxycycline hyclate 100 MG Oral Tablet
바난 건조시럽 10mg/ml,19074935,cefpodoxime 10 MG/ML Oral Suspension
사이소민 주 75MG,19104294,Sisomicin 50 MG/ML Injectable Solution
신풍트라넥삼산주사 500mg/5ml/AM,42629304,Tranexamic Acid 100 MG/ML Injection
씨프람 정 20mg,19023636,Citalopram 20 MG Oral Tablet
아토산 정 10mg,1545997,atorvastatin 10 MG Oral Tablet
알록시 주 0.25mg/5ml/VI,35604691,palonosetron 0.05 MG/ML Injection
알파간피 점안액 0.15% 5ML/BT,40164134,Brimonidine tartrate 1.5 MG/ML Ophthalmic Solution
오젝스 정 150mg,21603007,Fluoroquinolones
옥시토신 10U,19057128,Oxytocin 10 UNT/ML Injectable Solution
이부스트린정 200mg,19107396,indobufen 200 MG Oral Tablet
이솝토카핀2%점안액 15ml,40224352,Pilocarpine Hydrochloride 20 MG/ML Ophthalmic Solution
일성호이판 정 100mg,21601042,camostat
졸라덱스 주 3.6mg/데포,19077734,Goserelin 3.6 MG Drug Implant
졸민 정 0.25MG (향),704601,Triazolam 0.25 MG Oral Tablet
클래리시드정주 500mg/VI,21123288,Clarithromycin 500 MG Injection
테올란 캅셀 100MG,19125937,Theophylline 100 MG Extended Release Oral Capsule
파지돈 주 1g/VI,21602875,cefazedone
포사맥스 플러스정,40173606,Alendronic acid 70 MG / Cholecalciferol 2800 UNT Oral Tablet
포사퀸 정 70mg,40173612,Alendronic acid 70 MG Oral Tablet
포시가 정 10mg,44785831,dapagliflozin 10 MG Oral Tablet
프로토픽 연고 0.1% 30g/TU,950669,Tacrolimus 0.001 MG/MG Topical Ointment
한올 베타메타손 주 4mg,19074185,Betamethasone 4 MG/ML Injectable Solution
할라벤 주 1mg/2ml/VI,35603881,eribulin mesylate 0.5 MG/ML Injection
헤파박스,528325,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension
Adisen Tab 50mg,713133,Amoxapine 50 MG Oral Tablet
Almarl Tab 5mg,21601698,Alpha and beta blocking agents
Argamate Susp 5g/20ml,45775570,polystyrene sulfonate
Ativan Tab 0.5mg,19019112,Lorazepam 0.5 MG Oral Tablet
Atrovent Nebulizer sol,19134101,Ipratropium Bromide 0.25 MG/ML Inhalant Solution
Brilinta Tab 90mg,40241188,Ticagrelor 90 MG Oral Tablet
Cardopamin Tab 5mg,21600280,Adrenergic and dopaminergic agents
Cefecin Tab 500mg,19107453,cefetamet 500 MG Oral Tablet
Ceftriaxone Bag Inj (1g+100ml),46287328,Ceftriaxone 1000 MG Injection
Cellcept Cap 250mg,19021102,mycophenolate mofetil 250 MG Oral Capsule
Cerebyx Inj 150mg/2ml,35602750,Fosphenytoin sodium 75 MG/ML Injection
Epokine 6000unit/0.6ml/PFS,42903049,Epoetin Alfa 10000 UNT/ML Prefilled Syringe
Esperson Lotion 0.25% (20ml),19115084,Desoximetasone 2.5 MG/ML Topical Lotion
GalvusMet Tab 50/500mg(원외),21600773,metformin and vildagliptin
Grandpherol Soft Cap 400unit,19122821,Vitamin E D-Alpha 400 UNT Oral Capsule
Helocetin Cap 500mg,19062576,Chloramphenicol 500 MG Oral Capsule
Hepavax Gene 0.5ml TF(소아용/국가지원),528325,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension
Hokunalin Patch 2mg,19043191,tulobuterol
Hydrocortisone Oint 1% 10g/EA,19026511,Hydrocortisone 0.01 MG/MG Topical Ointment
Hyroxon Tab 10mg,975168,Hydrocortisone 10 MG Oral Tablet
Imdur Tab 60mg,1383862,Isosorbide Mononitrate 60 MG Extended Release Oral Tablet
Imigran Tab 50mg(원외),1140650,Sumatriptan 50 MG Oral Tablet
Iomeron 400 Inj 100ml(조영제),21605395,iomeprol
Irritren Tab 200mg,19106828,lonazolac 200 MG Oral Tablet
Kanarb Tab 60mg,45893528,fimasartan
Keromin Inj 30mg/1ml,40164851,Ketorolac Tromethamine 30 MG/ML Injectable Solution
Lipiodol Ultra Fluid(조영제),1780601,Iodine
N/S(100ml),19079524,Sodium Chloride 9 MG/ML Injectable Solution
Neoplatin Inj 150mg/15ml,1344909,Carboplatin 10 MG/ML Injectable Solution
Oldeca Cap 15mg,19102106,mepirodipine
Perphenazine Tab 4mg,19019530,Perphenazine 4 MG Oral Tablet
Phenylephrine Inj 10mg/1ml,42707286,Phenylephrine Hydrochloride 10 MG/ML Injectable Solution
Prozac Dispersible Tab 20mg,755700,Fluoxetine 20 MG Oral Tablet
Rabekhan Tab 10mg,40163283,Rabeprazole sodium 10 MG Delayed Release Oral Tablet
Seroquel Tab 100mg,766819,quetiapine 100 MG Oral Tablet
Solin Enema Pediatric(66.5ml/BOT),991740,"Sodium Phosphate, Dibasic 60 MG/ML / Sodium Phosphate, Monobasic 160 MG/ML Enema"
Streptomycin Inj 1g,1836191,Streptomycin
Sudafed Tab 60mg,40232259,Pseudoephedrine Hydrochloride 60 MG Oral Tablet
Triaxone Inj 2g/V,46287335,Ceftriaxone 2000 MG Injection
Trittico Tab 25mg,703547,Trazodone
Ucerax Tab 10mg,40222636,Hydroxyzine Hydrochloride 10 MG Oral Tablet
25MG  아미트리프틸린 정,40162717,Amitriptyline Hydrochloride 25 MG Oral Tablet
다이펜탈 크림 20g/TB,939881,Capsaicin
대한 관류용 멸균생리식염수 1L,19079524,Sodium Chloride 9 MG/ML Injectable Solution
듀라프록스 정 200mg,19106212,oxaprozin 200 MG Oral Tablet
일양 하이트린 정 1mg,1341269,Terazosin 1 MG Oral Tablet
탁소젠 주사 20mg/VI,1315942,docetaxel
트라우밀 정,21604178,Other drugs for disorders of the musculo-skeletal system
판토가 캅셀,21602341,Other dermatologicals
프라바스타틴 정40mg,40175400,Pravastatin Sodium 40 MG Oral Tablet
한국유씨비뉴트로필20%액 200MG/1ML,19105899,Piracetam 200 MG/ML Oral Solution
할돌-데카노아스 주 50MG,40165565,haloperidol decanoate 50 MG/ML Injectable Solution
Aipron Tab.200mg,19067275,ipriflavone 200 MG Oral Tablet
Anafranil Tab. 10mg,40163059,Clomipramine Hydrochloride 10 MG Oral Tablet
Aranesp PFS 30mcg/0.3ml,42902617,darbepoetin alfa 0.1 MG/ML Prefilled Syringe
Bromazepam Tab 3mg,19030355,Bromazepam 3 MG Oral Tablet
Cytarabine Inj 1g/10ml,1311104,Cytarabine 50 MG/ML Injectable Solution
Dextran 40-Dex 500ml/Bag,21066349,Dextran 40 100 MG/ML / Glucose 50 MG/ML Injectable Solution
Feiba Inj ,19080406,ANTI-INHIBITOR COAGULANT COMPLEX
Fructose Inj. 5%(500ml),19104312,Fructose 50 MG/ML Injectable Solution
Harmonilan(바닐라맛) Sol 200ml/Bag,21600801,"MULTIVITAMINS, COMBINATIONS"
Hibon Tab.20mg,19106911,Riboflavin 20 MG Oral Tablet
Mvix S ODF 50mg(원외),21602645,Drugs used in erectile dysfunction
Nicameta Tab 100mg,21601569,Nicotinic acid and derivatives
OnBREZ 300mcg Breezhaler,21125194,indacaterol 0.3 MG Dry Powder Inhaler
Otrivin Nasal Spray 0.1%,43012072,Xylometazoline hydrochloride 1 MG/ML Nasal Spray
Rhinapen Elixir 3.2%,19072176,Acetaminophen 32 MG/ML Oral Solution
Triaxone Bag Inj 1g,46287328,Ceftriaxone 1000 MG Injection
Venogamma Inj.0.5g,21095159,Immunoglobulin G 500 MG Injection
Viscoat Eye Drop 0.75ml,21605116,"hyaluronic acid, combinations"
Zenapax Inj 25mg/5ml,19023200,Daclizumab 5 MG/ML Injectable Solution
(마약)염산모르핀주 10mg/1ml/AM,42479700,Morphine 10 MG/ML Injection
글리아티린 주사  1G/Amp,21604814,choline alfoscerate
나록손 주 2MG/2ML,40244030,Naloxone Hydrochloride 1 MG/ML Injectable Solution
네오본 주 1mcg/1ml/AM,35605187,Calcitriol 0.001 MG/ML Injection
뉴히알유니점안액0.15% 0.9ml,21104276,hyaluronate 1.5 MG/ML Ophthalmic Solution
니모디핀 정,1319136,Nimodipine 30 MG Oral Tablet
독시움 정 250mg,19107815,Calcium Dobesilate 250 MG Oral Tablet
라미나지 액 20ml/PA,19030059,alginic acid
레미닐 피알 서방캡슐 24mg,40165625,galantamine hydrobromide 24 MG Extended Release Oral Capsule
렉토제식 연고 30g,19101747,Nitroglycerin 0.002 MG/MG Rectal Ointment
로라비드 건조시럽 100MG/5ML,19078815,loracarbef 20 MG/ML Oral Suspension
류마스탑 플라스타 14매/PACK,1124300,Diclofenac
맥시부펜 이알 정 300mg,21603980,dexibuprofen
맥페란 주 10mg/2ml/AM,35605514,Metoclopramide 5 MG/ML Injection
베스자임 정,21600699,Enzyme preparations
베스티딘 주 20mg/AM,953076,Famotidine
벤토린 에보할러 100mcg,1154415,Albuterol 0.1 MG/ACTUAT Inhalant Solution
볼루벤 주 500ml,43012293,hydroxyethyl starch 130-0.4
부루펜정 100mg,19019979,Ibuprofen 100 MG Oral Tablet
브레비블럭 주100mg,35603873,Esmolol hydrochloride 10 MG/ML Injection
사라조피린 EN 정 500mg,964369,Sulfasalazine 500 MG Delayed Release Oral Tablet
세비카에이치씨티정10/40/12.5mg,40224166,Amlodipine 10 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG Oral Tablet
시네메트 씨알 200/50(수),19106111,Carbidopa 50 MG / Levodopa 200 MG Oral Tablet
씨제이5%포도당주사액 50ml,19076324,Glucose 50 MG/ML Injectable Solution
아제란 점안액 6ml/BT,40164098,Azelastine hydrochloride 0.5 MG/ML Ophthalmic Solution
액티벨 정 28T/PA,42902238,Estradiol 1 MG / norethindrone acetate 0.5 MG Oral Tablet
에멘드 캡슐 125mg,19102466,aprepitant 125 MG Oral Capsule
오르필 서방정 150mg,745466,Valproate
오마코연질캡슐 1000mg,19121242,Omega-3 Acid Ethyl Esters (USP) 1000 MG Oral Capsule
인슈라타드이노렛 100단위/ml(*3ml),42902823,"insulin human, isophane 100 UNT/ML Prefilled Syringe"
중외15%만니톨주사액 100ml/PA,42628883,Mannitol 150 MG/ML Injection
카프릴 정 50mg,19074673,Captopril 50 MG Oral Tablet
케타스캅셀 10mg,21601587,Other peripheral vasodilators
콘서타 OROS 서방정 27mg,40236459,Methylphenidate Hydrochloride 27 MG Extended Release Oral Tablet
크레스토 정 10mg,1510813,rosuvastatin
트리테이스프로텍트정 10mg,19102170,Ramipril 10 MG Oral Tablet
페니드정제 10mg(향),40236419,Methylphenidate Hydrochloride 10 MG Oral Tablet
푸라콩 주,19090000,diphenylpyraline
프로그랍 1mg 캅셀,950641,Tacrolimus 1 MG Oral Capsule
프로기노바 1mg,40181755,estradiol valerate 1 MG Oral Tablet
헥사메딘 액 100ml/BT,1790812,Chlorhexidine
휴마로그 주 1000IU/10ml,19058398,Insulin Lispro 100 UNT/ML Injectable Solution
Alpram Tab 0.5mg,19072934,Alprazolam 0.5 MG Oral Tablet
Ambisome Inj 50mg,40175779,amphotericin B liposomal 50 MG Injection
Atorva Tab 10mg,1545997,atorvastatin 10 MG Oral Tablet
Candemore Tab 8mg,1351559,candesartan cilexetil 8 MG Oral Tablet
Carmine-CR Tab 200mg,740302,Carbamazepine 200 MG Extended Release Oral Tablet
CARNITIL(ALC) Pow 500mg/PAK(원외),19037596,Acetylcarnitine
Carol Syr,19019050,Ibuprofen 20 MG/ML Oral Suspension
Ceclor Syr 25mg/ml,19074842,Cefaclor 25 MG/ML Oral Suspension
Cefotiam IV Inj.0.5g,19051271,Cefotiam
Cephamethyl Tab 500mg,1786621,Cephalexin
Combigan Opth Sol 5ml,40164138,Brimonidine tartrate 2 MG/ML / Timolol 5 MG/ML Ophthalmic Solution
Crenol Inj 100mg/1ml,19063806,Tolperisone 100 MG/ML Injectable Solution
Dutenol Inj 500mg/2ml,19079982,dexpanthenol 250 MG/ML Injectable Solution
Ebastel Syr 1mg/1ml,19092435,ebastine 1 MG/ML Oral Solution
Fleet Phospho-Soda 45ml,991732,"Sodium Phosphate, Dibasic 180 MG/ML / Sodium Phosphate, Monobasic 480 MG/ML Oral Solution"
Flomox Gran(100mg/g),21602911,cefcapene
Foipan Tab 100mg,21601042,camostat
Fosamax Tab 70mg,40173612,Alendronic acid 70 MG Oral Tablet
Genexol inj 100mg/16.7ml,1378382,Paclitaxel
Isoptin Tab 40mg,40171905,Verapamil hydrochloride 40 MG Oral Tablet
Klaricid Tab 250mg,1750501,Clarithromycin 250 MG Oral Tablet
Lidocaine Inj 1% 200mg/20ml,40227012,Lidocaine Hydrochloride 10 MG/ML Injectable Solution
Methoxalen Cap 10mg 한서(원외),905224,Methoxsalen 10 MG Oral Capsule
Mucosta Tab 100mg,21600109,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
Newbutin SR 300mg,19108102,Trimebutine 300 MG Extended Release Oral Tablet
Peridol Tab 10mg,19080061,Haloperidol 10 MG Oral Tablet
Phenytoin Inj 100mg/2ml,35602776,Phenytoin sodium 50 MG/ML Injection
Pred Forte Eye Drop 1%,43526395,prednisolone acetate 10 MG/ML Ophthalmic Suspension
Pregrel Tab 75mg,19075601,clopidogrel 75 MG Oral Tablet
Protopic Oint(0.03%) 10g,950667,Tacrolimus 0.0003 MG/MG Topical Ointment
Rocaltrol Cap 0.25ug,19074492,Calcitriol 0.00025 MG Oral Capsule
Spiriva Respimat 2.5mcg 60dose,1106776,tiotropium
Stalevo 50 Tab,19102488,Carbidopa 12.5 MG / entacapone 200 MG / Levodopa 50 MG Oral Tablet
Tantum Soln(원액) 100ml/Bot,42707728,Benzydamine Hydrochloride 1.5 MG/ML Mouthwash
Thiamine Inj 50mg/2ml,19137333,Thiamine 25 MG/ML Injectable Solution
Tinset Tab 30mg,19004270,oxatomide 30 MG Oral Tablet
Trental Tab 400mg,19079220,Pentoxifylline 400 MG Extended Release Oral Tablet
녹십자알부민주 5% 250ml/BT,35605886,"Albumin Human, USP 50 MG/ML Injection"
대한 덱스트란40덱스 주 500ml,21066349,Dextran 40 100 MG/ML / Glucose 50 MG/ML Injectable Solution
돌트람셋 세미정,40002849,Acetaminophen / Tramadol Oral Tablet
박사르 정 6mg,19004539,lacidipine
성광칼라민로오션 100ml/BT,902698,Calamine 80 MG/ML / Zinc Oxide 80 MG/ML Topical Lotion
시알리스 정 5mg,19102546,tadalafil 5 MG Oral Tablet
씨제이 글루콘산칼슘 주,19037061,Calcium Gluconate 100 MG/ML Injectable Solution
제스겔-지 현탁액,21600069,ordinary salt combinations
폭세틴 캅셀 10mg,19077462,Fluoxetine 10 MG Oral Capsule
후루트만 주 2ml/VI,19075334,chromic chloride 0.0513 MG/ML / Copper Sulfate 3.93 MG/ML / manganese sulfate 1.54 MG/ML / Zinc Sulfate 22 MG/ML Injectable Solution
ADM Inj 10mg (진방용),1338512,Doxorubicin
Cerol Inj(500ml),21601164,Solutions producing osmotic diuresis
Contractubex Gel 50g(원외),21601988,Other cicatrizants
Cresante Tab 20mg(원외),40165253,Rosuvastatin calcium 20 MG Oral Tablet
Distocide Tab 600mg,19019691,Praziquantel 600 MG Oral Tablet
Effcil Inj.500mg,955641,Fluorouracil 50 MG/ML Injectable Solution
Epokine 4000IU/Vial,42903049,Epoetin Alfa 10000 UNT/ML Prefilled Syringe
Hepatamine Inj.(250ml),19124969,Amino Acids
Liplatin Inj 100mg/20ml,35603927,oxaliplatin 5 MG/ML Injection
Mikelan Optic soln 1%(5ml),40179060,Carteolol Hydrochloride 10 MG/ML Ophthalmic Solution
Phenobarbital 명인 Tab 30mg,734711,Phenobarbital 30 MG Oral Tablet
Pimozide Tab 1mg 명인,745826,Pimozide 1 MG Oral Tablet
Risenex Plus Tab(원외),45893276,risedronic acid and colecalciferol
Rocaine Inj 0.75% 150mg/20ml,35606482,Ropivacaine hydrochloride 7.5 MG/ML Injection
Uracin Oint(50g),19105070,crotamiton 0.1 MG/MG Topical Ointment
Zocor Tab 40mg(원외),1539407,Simvastatin 40 MG Oral Tablet
Zoledronic acid Inj 5mg/100ml,19126450,zoledronic acid 0.05 MG/ML Injectable Solution
(마)마트리펜 패취 100㎍/h,42902560,Fentanyl 0.1 MG/HR Transdermal System
(마)아이알코돈 정 5mg,40232756,Oxycodone Hydrochloride 5 MG Oral Tablet
(마)저니스타 서방정 4mg,40173131,Hydromorphone Hydrochloride 4 MG Oral Tablet
0.45% NS 1L/Bot (약국용),967905,Sodium Chloride 0.0769 MEQ/ML Injectable Solution
녹십자알부민주 20% 100ml,35605716,"Albumin Human, USP 200 MG/ML Injection"
뉴마그 정,19106383,Magnesium lactate 470 MG / Vitamin B6 5 MG Oral Tablet
대한멸균생리식염수250ml(bag),19079524,Sodium Chloride 9 MG/ML Injectable Solution
데노간 주 1g/VI,21604347,propacetamol
데스오웬 로오션 0.05%,917207,Desonide 0.5 MG/ML Topical Lotion
돌트람셋 정,1103359,Acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet
동화후시딘 크림 10g,19010462,Fusidate 20 MG/ML Topical Cream
디오반필름코팅정 80mg,1308851,valsartan 80 MG Oral Tablet
마디핀 정 10mg,19106593,manidipine 10 MG Oral Tablet
마이폴틱장용정 180mg,19112755,Mycophenolic Acid 180 MG Delayed Release Oral Tablet
