row,procedurename,concept_id,concept_name
1086,BED SIDE MONITORING,4187078,Electrocardiographic monitoring
1087,Behavior Therapy,2007730,Individual psychotherapy
1088,Biceps Tenodesis,4343908,Ligament reconstruction
1089,Biceps Tenodesis,4072048,Reconstruction of tendon sheath
1090,Bicycle Ergometer,2007055,Cardiovascular stress test using treadmill
1091,Bicycle Ergometer,2007055,Cardiovascular stress test using treadmill
1092,bilateral Pul.ventilation Ane.,4145786,Endotracheal anesthesia
1093,Biliary Endoscopic Removal of stent,4206473,Endoscopic dilation of pancreatic duct
1094,Binocular Function(general),4099547,Binocular vision test
1095,Binocular Function(special),4099547,Binocular vision test
1096,Biologic Dressing(25-100cm미만,4291637,Split thickness skin graft
1097,Biopsy of Vulva and Perineum,4068309,Biopsy of orbital lesion
1098,Biopsy Under EUS(C),4306147,Diagnostic Doppler ultrasonography
1099,Biopsy후 Dressing,4080499,Dressing of wound
1100,Black More Tube Insertion,4070860,Balloon tamponade of esophagus
1101,"Bladder Aspiration Biopsy, Percutaneous",4095392,Deep fine needle aspiration biopsy under radiologic guidance
1102,Bladder Irrigation,4021584,Urethral irrigation of bladder
1103,Bladder or Urethral Irrigation,4021584,Urethral irrigation of bladder
1104,Bladder Scan,4306147,Diagnostic Doppler ultrasonography
1105,Bladder Scan I(RM),4306147,Diagnostic Doppler ultrasonography
1106,Bladder sono guiding vesicostomy,4306147,Diagnostic Doppler ultrasonography
1107,Bladder Tumor Biopsy,4305077,Transurethral resection of bladder neoplasm
1108,"Blepharoplasty, 안검 양성종양 적출술 및 성형술",2101986,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 0.5 cm or less"
1109,Blink Reflex,4064318,Nerve conduction testing
1110,Blink Reflex,4064318,Nerve conduction testing
1111,Blink Reflex,4064318,Nerve conduction testing
1112,Blink reflex(PM),2314145,"Orbicularis oculi (blink) reflex, by electrodiagnostic testing"
1113,BLINK TEST(ENG),2314145,"Orbicularis oculi (blink) reflex, by electrodiagnostic testing"
1114,Blood Irradiation,2212964,"Irradiation of blood product, each unit"
1115,"Body Box(PFT, Plethysmography)",42742387,"Plethysmography for determination of lung volumes and, when performed, airway resistance"
1116,Body Stereotactic Radiosurgery(1회당)-LINAC이용,2007489,Stereotactic radiosurgery
1117,Body Stereotactic Radiotherapy 4회이내,2007489,Stereotactic radiosurgery
1118,Bolus,2211849,"Treatment devices, design and construction; simple (simple block, simple bolus)"
1119,Bone bx(open)others,4029787,Biopsy of bone
1120,"Bone Densitometry(DEXA,DPA)",4086416,Dual energy X-ray photon absorptiometry
1121,"Bone Densitometry, Simple Total Body",4086416,Dual energy X-ray photon absorptiometry
1122,Bone Marrow Aspiration Biopsy,2617439,Bone marrow aspiration performed with bone marrow biopsy through the same incision on the same date of service
1123,BONE MARROW ASPIRATION BIOPSY,2617439,Bone marrow aspiration performed with bone marrow biopsy through the same incision on the same date of service
1124,BONE MULTISPECT,2211972,Bone and/or joint imaging; tomographic (SPECT)
1125,BONE SCAN(Inflammation),2007462,Bone scan
1126,Bone Scan(Trauma or Tumor),2007462,Bone scan
1127,Both Ankle Ultrasound,4306147,Diagnostic Doppler ultrasonography
1128,Both Elbow F/U Ultrasound,4306147,Diagnostic Doppler ultrasonography
1129,Both Elbow Ultrasound,4306147,Diagnostic Doppler ultrasonography
1130,Both Hip Ultrasound,4306147,Diagnostic Doppler ultrasonography
1131,Both Knee Ultrasound,4306147,Diagnostic Doppler ultrasonography
1132,Both Shoulder F/U Ultrasound,4306147,Diagnostic Doppler ultrasonography
1133,Both Shoulder Ultrasound,4306147,Diagnostic Doppler ultrasonography
1134,Both Wrist/Finger F/U Ultrasound,4306147,Diagnostic Doppler ultrasonography
1135,Both Wrist/Finger Ultrasound,4306147,Diagnostic Doppler ultrasonography
1136,BOUGINATION,2111180,"Probing of nasolacrimal duct, with or without irrigation; with insertion of tube or stent"
1137,BPRS,40492724,Assessment using psychotic symptom rating scale
1138,BPRS,40492724,Assessment using psychotic symptom rating scale
1139,Brachail pressure비교검사,4306147,Diagnostic Doppler ultrasonography
1140,Brachial Plexus Anesthe.,4262378,Injection of anesthetic agent into brachial plexus
1141,BRACHIAL PLEXUS N.B,4336448,Brachial plexus block by axillary approach
1142,BRAIN CT(조영제미사용),4145739,Computerized axial tomography of brain
1143,Brain CT(NS전용),4145739,Computerized axial tomography of brain
1144,BRAIN MRI,2211351,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material"
1145,Brain MRI + Function study,2211351,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material"
1146,Brain MRI + Perfusion,2211351,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material"
1147,"BRAIN MRI(보험, 조영제무)",2211351,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material"
1148,Brain MRI(조영제미사용),2211351,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material"
1149,Brain OP Anesthesia(Craniotomy,4145786,Endotracheal anesthesia
1150,Brain PET(보험),4327565,Positron emission tomography imaging of fluorodeoxyglucose metabolism of brain
1151,"Brain PET(성인,비급여)",4327565,Positron emission tomography imaging of fluorodeoxyglucose metabolism of brain
1152,Brain SPECT(Rest),2212017,"Brain imaging, tomographic (SPECT)"
1153,"BRAIN SPECT(Rest,Drug,1DAY)",2212017,"Brain imaging, tomographic (SPECT)"
1154,"BRAIN SPECT(Rest,Drug,2DAY)",2212017,"Brain imaging, tomographic (SPECT)"
1155,Brain USG,4306147,Diagnostic Doppler ultrasonography
1156,Brainstem Audiotory EP(PM),2313748,Auditory evoked potentials for evoked response audiometry and/or testing of the central nervous system; comprehensive
1157,Break-in for chronic peritoneal dialysis,4156957,Chronic ambulatory peritoneal dialysis catheter procedure
1158,BREAST & THYROID USG,4306147,Diagnostic Doppler ultrasonography
1159,BREAST & THYROID USG(건강검진),4306147,Diagnostic Doppler ultrasonography
1160,Breast Aspiration Biopsy c U/S,4306147,Diagnostic Doppler ultrasonography
1161,Breast Core(GUN) Biopsy,4321986,Incisional biopsy
1162,Breast FNAB,4266866,Superficial fine needle aspiration biopsy
1163,Breast Puncture Biopsy,4266866,Superficial fine needle aspiration biopsy
1164,Breast USG(재진),4306147,Diagnostic Doppler ultrasonography
1165,Breast USG(초진),4306147,Diagnostic Doppler ultrasonography
1166,Bronchial chall.test(Antigens),4182203,Provocative test
1167,Bronchial Chall.test(histamin),4182203,Provocative test
1168,Bronchoalveolar lavage,4265146,Bronchoalveolar lavage
1169,Bronchoalveolar Lavage (BAL),4206027,Bronchoscopy with biopsy
1170,Bronchodilator Test,2314008,"Bronchodilation responsiveness, spirometry as in 94010, pre- and post-bronchodilator administration"
1171,Bronchoscopy,4206027,Bronchoscopy with biopsy
1172,Bronchoscopy & lung biopsy,4085734,Bronchoscopy with transbronchial lung biopsy
1173,Bronchoscopy (Diagnostic),4206027,Bronchoscopy with biopsy
1174,Bronchoscopy with Biopsy,4206027,Bronchoscopy with biopsy
1175,BRONCHOSCOPY(Dignotic),4206027,Bronchoscopy with biopsy
1176,B-SCAN(안과),4306147,Diagnostic Doppler ultrasonography
1177,"BT L/Extremity Doppler,Artery(CS)",4194148,Ultrasound scan of lower limb arteries
1178,BT Lower Extremity Doppler Artery,4194148,Ultrasound scan of lower limb arteries
1179,Bubble test( 난원공 버블검사),4306147,Diagnostic Doppler ultrasonography
1180,Buckle Excision,4230961,Repair of retina for retinal detachment
1181,Bulblcavernous Reflex Test,4198105,Nerve conduction study
1182,BURN DRESSING,4233678,Application of dressing for burn
1183,BURN DRESSING,4233678,Application of dressing for burn
1184,Burn Dressing (10-18%),4233678,Application of dressing for burn
1185,Burn Dressing (19-36%),4233678,Application of dressing for burn
1186,Burn Dressing (9%),4233678,Application of dressing for burn
1187,Burn Dressing (Less Than 9%),4233678,Application of dressing for burn
1188,"BURN DRESSING(수,족,지,안면,성기미포함)",4233678,Application of dressing for burn
1189,"BURN DRESSING(지,수,족,안면,성기포함)",4233678,Application of dressing for burn
1190,"Burn Dressing, 10-18%의 범위",4233678,Application of dressing for burn
1191,"Burn Dressing, 19-36%의 범위",4233678,Application of dressing for burn
1192,"Burn Dressing, 9%이하(수,족,지,안면,성기를포함하는경우)",4233678,Application of dressing for burn
1193,"Burn Dressing,9% 이하범위(수,족,지,안면,성기를 포함하지 않는경우)",4233678,Application of dressing for burn
1194,"Burr hole,trephination(others)",2110416,"Burr hole(s) or trephine, infratentorial, unilateral or bilateral"
1195,Bursectomy,4321677,Excision of ganglion cyst
1196,Bx under Colonoscopy,2002703,Colonoscopy
1197,Bx under Cystoscopy,4249893,Colonoscopy
1198,Bx under Diagnotic Bronchoscopy,4206027,Bronchoscopy with biopsy
1199,Bx under Laryngoscopy,4103523,Laryngoscopy
1200,Bx under Rectoscopy,4171571,Proctoscopy
1201,Bx under Sigmoidscopy,2002704,Flexible sigmoidoscopy
1202,Bx under UGI endoscopy,4294382,Esophagogastroduodenoscopy
1203,"c Ligation,Stripping of Saphenous Vein",42872540,High ligation and stripping of long saphenous vein and multiple avulsions of varicose veins
1204,"C/R & Percutaneous Pinning, Humerus",4343340,Fixation of fracture using pins
1205,"C/R & Percutaneous Pinning, Tibia",4343340,Fixation of fracture using pins
1206,"C/R & Percutaneous Pinning, Wrist",4343340,Fixation of fracture using pins
1207,"C/R c Internal Fixation((Metacarpal,Metatarsal,Finger,Toe)",4200539,Open reduction of dislocation of finger
1208,"C/R c Internal Fixation((Metacarpal,Metatarsal,Finger,Toe)",4239455,Open reduction of dislocation of toe
1209,"C/R c Internal Fixation((Metacarpal,Metatarsal,Finger,Toe)",2104639,"Open treatment of metacarpal fracture, single, includes internal fixation, when performed, each bone"
1210,"C/R c Internal Fixation((Metacarpal,Metatarsal,Finger,Toe)",2105734,"Open treatment of metatarsal fracture, includes internal fixation, when performed, each"
1211,"C/R c Internal Fixation,Carpal,Tarsal bone,Clavicle,Patella",43531173,Open reduction of dislocation of patellofemoral joint
1212,"C/R c Internal Fixation,Carpal,Tarsal bone,Clavicle,Patella",2104301,"Open treatment of carpal bone fracture (other than carpal scaphoid [navicular]), each bone"
1213,"C/R c Internal Fixation,Carpal,Tarsal bone,Clavicle,Patella",2103733,"Open treatment of clavicular fracture, includes internal fixation, when performed"
1214,"C/R c Internal Fixation,Carpal,Tarsal bone,Clavicle,Patella",2105720,"Open treatment of tarsal bone fracture (except talus and calcaneus), includes internal fixation, when performed, each"
1215,"C/R c Internal Fixation,Femur",4286744,Open reduction of fracture of femur
1216,"C/R c Internal Fixation,Humerus",2103757,"Open treatment of proximal humeral (surgical or anatomical neck) fracture, includes internal fixation, when performed, includes repair of tuberosity(s), when performed"
1217,"C/R c Internal Fixation,Humerus",2103754,"Open treatment of scapular fracture (body, glenoid or acromion) includes internal fixation, when performed"
1218,"C/R c Internal Fixation,Ulna or Radius/Tibia or Fibula",4238865,Open reduction of fracture of fibula
1219,"C/R c Internal Fixation,Ulna or Radius/Tibia or Fibula",4172914,Open reduction of fracture of radius
1220,"C/R c Internal Fixation,Ulna or Radius/Tibia or Fibula",4291951,Open reduction of open ulnar shaft fracture
1221,"C/R c Internal Fixation,Ulna or Radius/Tibia or Fibula",2105422,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of fibula only"
1222,C/R Metacarpal Metatarsal Finger Toe,4106045,Closed reduction and fixation of fracture
1223,C/R of Nasal Bone Fracture,4114788,Reduction of fractured nasal bone
1224,C/sec(repeat),2110316,Cesarean delivery only
1225,CALCITONIN,46233165,Diagnostic endocrinology
1226,Calibration of Rectum,2313627,Anorectal manometry
1227,Caloric test (Bithermal),4282906,Caloric vestibular test
1228,Canal down mastoidectomy,2000947,Mastoidectomy
1229,"Canal Enlargement 2nd, Double Canals",2001133,Root canal therapy with irrigation
1230,"Canal Enlargement 2nd, Single Canal",2001133,Root canal therapy with irrigation
1231,"Canal Enlargement 2nd, Triple or Multiple Canals",2001133,Root canal therapy with irrigation
1232,canal irrigation,2001133,Root canal therapy with irrigation
1233,CANAL TREATMENT,2001133,Root canal therapy with irrigation
1234,Canal up mastoidectomy,2000947,Mastoidectomy
1235,"CAPD 도관길들이기(삽입익일부터 7일이내,1일당)",4156957,Chronic ambulatory peritoneal dialysis catheter procedure
1236,CAPD Operation,4080169,Continuous ambulatory peritoneal dialysis
1237,Capnography,2314018,Respiratory flow volume loop
1238,Capnography검사법,2314018,Respiratory flow volume loop
1239,Capsule Endoscopy(캡슐내시경검사),4143985,Capsule endoscopy
1240,"Capsulotomy,Elbow,Wrist,Ankle",4027004,Excision of joint
1241,"Cardiac Autonomic Neuropathy Test(HRV,심박변이도검사)",2314138,"Testing of autonomic nervous system function; sudomotor, including 1 or more of the following: quantitative sudomotor axon reflex test (QSART), silastic sweat imprint, thermoregulatory sweat test, and changes in sympathetic skin potential"
1242,Cardiac Compression,2313789,"Cardiopulmonary resuscitation (eg, in cardiac arrest)"
1243,Cardiac Pacing with External Pace Maker (Per Day),4087901,Cardiac pacing
1244,Cardiopulmonary Resuscitation,2313789,"Cardiopulmonary resuscitation (eg, in cardiac arrest)"
1245,CARDIOVASCULAR FUNCTION TEST,2007088,Central venous pressure monitoring
1246,Cardioversion,2008358,Other electric countershock of heart
1247,Cardioversion(심도자실),2008358,Other electric countershock of heart
1248,Carotid Doppler(HEAC전용)USG,4306147,Diagnostic Doppler ultrasonography
1249,Carotid IMT(A),44514601,Ultrasound of carotid artery
1250,Carotid IMT(B),4306147,Diagnostic Doppler ultrasonography
1251,"Carotid IMT(F/U), 연구용",4306147,Diagnostic Doppler ultrasonography
1252,Carpal Tunnel Release,4343908,Ligament reconstruction
1253,Carpal Tunnel Release,4072048,Reconstruction of tendon sheath
1254,CAST METAL POST 1,4126597,Post core preparation of tooth
1255,Cast- Post Base / Moderate,4126597,Post core preparation of tooth
1256,Cast-Post Base / Complex,4126597,Post core preparation of tooth
1257,Cast-Post Base / Simple,4126597,Post core preparation of tooth
1258,Cast-Post Precious / Complex,4126597,Post core preparation of tooth
1259,Cast-Post Precious / Moderate,4126597,Post core preparation of tooth
1260,Cast-Post Precious / Simple,4126597,Post core preparation of tooth
1261,Cast-post precious/complex special,4126597,Post core preparation of tooth
1262,Cast-post precious/moderate special,4126597,Post core preparation of tooth
1263,Cast-post precious/simple special,4126597,Post core preparation of tooth
1264,Cath Irrigation,4124141,Continuous suction drainage
1265,Cath Remove & Dressing,4080499,Dressing of wound
1266,"Cath.Remove(chemo port,PERM Cath)",4234457,Replacement of tunneled centrally inserted central venous catheter
1267,"Cath.Remove(chemo port,PERM Cath,AVF)",2101884,"Incision and removal of foreign body, subcutaneous tissues; simple"
1268,CAUDAL BLOCK((일회성-경추 및 흉추)),4120974,Local anesthetic cervical epidural block
1269,CAUDAL BLOCK((일회성-경추 및 흉추)),4118957,Local anesthetic thoracic epidural block
1270,CAUDAL BLOCK(single block),4078199,Epidural anesthesia
1271,Cavity Preparation,4121947,Cavity preparation of tooth
1272,Cavity Preparation(1치당-1면),4121947,Cavity preparation of tooth
1273,CC-SIT,4091871,Olfaction test
1274,CC-SIT(신경과),4091871,Olfaction test
1275,CC-SIT(신경과),4091871,Olfaction test
1276,CDR,4012809,Dementia test
1277,CDR(신경과),4012809,Dementia test
1278,Cell saver이용한 자가수혈료료,40492966,Autologous transfusion of blood components
1279,Cephalogram,4059905,Orthodontic cephalogram
1280,Cephalometray with analysis(수면다원화),2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
1281,Cervical Collar Apply,4161691,Cervical spine immobilization
1282,cervical collar imobilization,4161691,Cervical spine immobilization
1283,Cervical Mucose Test,4046724,Cervical mucus analysis
1284,Cervical Polypectomy,2110207,"Hysterorrhaphy, repair of ruptured uterus (nonobstetrical)"
1285,Cervicalcollar이용한 경추부고,4161691,Cervical spine immobilization
1286,Cervix Punch Biopsy,4197926,Punch biopsy of cervix
1287,"Cesarean Section (1태아),경산",2110316,Cesarean delivery only
1288,"Cesarean Section (제1태아),반복",2110316,Cesarean delivery only
1289,CGI(Clinical Global Impression),40492724,Assessment using psychotic symptom rating scale
1290,change of cystostomy tube,2109733,Change of cystostomy tube; simple
1291,Chemical Cauterization of The Cervix or Vaginal Wall,4254105,Cauterization of lesion of cervix
1292,Chemical Cauterization of Vulva,4254105,Cauterization of lesion of cervix
1293,CHEMICAL CAUTERIZTION,4254105,Cauterization of lesion of cervix
1294,"Chemoport Insertion(기타,정맥포트법)",4234457,Replacement of tunneled centrally inserted central venous catheter
1295,Chest HRCT,2006697,Other tomography of thorax
1296,Chest PA (TB 검진용)< 만8세,2211365,"Radiologic examination, chest, complete, minimum of 4 views"
1297,Chest PA (TB 검진용)> 만8세,2211365,"Radiologic examination, chest, complete, minimum of 4 views"
1298,Chest Tube Insertion,2001418,Closure of thoracostomy
1299,Chest Tube Removal,4080499,Dressing of wound
1300,Child Behavior Therapy,4040976,Behavioral therapy
1301,Children's  Behavior Check List,40492724,Assessment using psychotic symptom rating scale
1302,Children's Behavior Check List,40492724,Assessment using psychotic symptom rating scale
1303,Children's Behavior Check List,40492724,Assessment using psychotic symptom rating scale
1304,"CHOLEDOCHOTOMY,CHOLEDOCHOLITHOTOMY",4193791,Choledocholithotomy
1305,"CHOLEDOCHOTOMY,CHOLEDOCHOLITHOTOMY",4169514,Incision of common bile duct
1306,Chromopertubation,4130401,Dye test of fallopian tube
1307,Clinical Dementia Ration(CDR),4012809,Dementia test
1308,Closed Drainage,4124141,Continuous suction drainage
1309,Closed Drainage(Change),4124141,Continuous suction drainage
1310,Closed Drainage(Check),4124141,Continuous suction drainage
1311,"Closed Pining of Fracture, Finger ",2005476,"Open reduction of fracture with internal fixation, carpals and metacarpals"
1312,"Closed Pining of Fracture, Finger ",2005481,"Open reduction of fracture with internal fixation, phalanges of foot"
1313,"Closed Pining of Fracture, Finger ",2005477,"Open reduction of fracture with internal fixation, phalanges of hand"
1314,"Closed Pining of Fracture, Finger ",2005480,"Open reduction of fracture with internal fixation, tarsals and metatarsals"
1315,"Closed Pining of Fracture, Toe ",2005476,"Open reduction of fracture with internal fixation, carpals and metacarpals"
1316,"Closed Pining of Fracture, Toe ",2005481,"Open reduction of fracture with internal fixation, phalanges of foot"
1317,"Closed Pining of Fracture, Toe ",2005477,"Open reduction of fracture with internal fixation, phalanges of hand"
1318,"Closed Pining of Fracture, Toe ",2005480,"Open reduction of fracture with internal fixation, tarsals and metatarsals"
1319,"CLOSED PINNING(METACARPAL,META",2005476,"Open reduction of fracture with internal fixation, carpals and metacarpals"
1320,"CLOSED PINNING(METACARPAL,META",2005481,"Open reduction of fracture with internal fixation, phalanges of foot"
1321,"CLOSED PINNING(METACARPAL,META",2005477,"Open reduction of fracture with internal fixation, phalanges of hand"
1322,"CLOSED PINNING(METACARPAL,META",2005480,"Open reduction of fracture with internal fixation, tarsals and metatarsals"
1323,"CLOSED PINNING,ULNA OR RADIUS",4343340,Fixation of fracture using pins
1324,CLOSED REDUCTION,2103732,Closed treatment of clavicular fracture; with manipulation
1325,Closed Reduction Carpal.Tarsal Bone,4106045,Closed reduction and fixation of fracture
1326,Closed Reduction of Dislocated Nasal Bone,2103233,Closed treatment of nasal bone fracture without manipulation
1327,Closed Reduction of Dislocated Nasal Bone,2103233,Closed treatment of nasal bone fracture without manipulation
1328,"Closed Reduction of Fracture, Carpal Bone",4106045,Closed reduction and fixation of fracture
1329,"Closed Reduction of Fracture, Clavicle",2103732,Closed treatment of clavicular fracture; with manipulation
1330,"Closed Reduction of Fracture, Femur",4012182,Closed reduction of fracture of femur
1331,"Closed Reduction of Fracture, Finger",4106045,Closed reduction and fixation of fracture
1332,"Closed Reduction of Fracture, Forearm",4079114,Closed reduction of fracture of radius and/or ulna
1333,"Closed Reduction of Fracture, Humerus",4067547,Closed reduction of fracture of tibia
1334,"Closed Reduction of Fracture, Humerus",2005401,"Closed reduction of fracture without internal fixation, humerus"
1335,"Closed Reduction of Fracture, Metatarsal Bone",4106045,Closed reduction and fixation of fracture
1336,"Closed Reduction of Fracture, Pelvis",4012182,Closed reduction of fracture of femur
1337,"Closed Reduction of Fracture, Tibia",4067547,Closed reduction of fracture of tibia
1338,"Closed Reduction of Fracture, Tibia",2005401,"Closed reduction of fracture without internal fixation, humerus"
1339,"Closed Reduction of Fracture, Toe",4106045,Closed reduction and fixation of fracture
1340,"Closed Reduction of Joint Dislocation, Ankle",4242584,Closed reduction of dislocation
1341,"Closed Reduction of Joint Dislocation, Elbow",4242584,Closed reduction of dislocation
1342,"Closed Reduction of Joint Dislocation, Finger",4242584,Closed reduction of dislocation
1343,"Closed Reduction of Joint Dislocation, Knee",4242584,Closed reduction of dislocation
1344,"Closed Reduction of Joint Dislocation, Pulled Elbow",2005558,Closed reduction of dislocation of other specified sites
1345,"Closed Reduction of Joint Dislocation, Shoulder",4311694,Closed reduction of dislocation of shoulder
1346,"Closed Reduction of Joint Dislocation, Toe",4242584,Closed reduction of dislocation
1347,"Closed Reduction of Joint Dislocation, Wrist",4242584,Closed reduction of dislocation
1348,Closed Reduction of Mandibular Bone Fracture,44514336,Closed reduction of fracture of mandible NEC
1349,Closed Reduction of N.B.Frac,2103233,Closed treatment of nasal bone fracture without manipulation
1350,Closed Reduction of Nasal Bone Fracture,4114788,Reduction of fractured nasal bone
1351,Closed reduction TMJ D/L,4079945,Closed reduction of dislocation of temporomandibular joint
1352,"CLOSED REDUCTION(ELBOW,KNEE)",4242584,Closed reduction of dislocation
1353,CLOSED REDUCTION(SHOULDER),4311694,Closed reduction of dislocation of shoulder
1354,CLOSED THORACOSTOMY(전문의시행),2001418,Closure of thoracostomy
1355,"Closure of Colostomy(Ileostomy),Loop",4187257,Closure of ileostomy
1356,"Closure of Patent Ductus Arteriosus, Ligation Procedure",4019226,Ligation of patent ductus arteriosus
1357,CO diffusing capacity,42742498,"Diffusing capacity (eg, carbon monoxide, membrane) (List separately in addition to code for primary procedure)"
1358,CO2 monitoring,2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
1359,Coagulation or Fulguration of Endometriosis,4165387,Endoscopy and fulguration
1360,Cole Attachment,2006166,Reconstruction of muscle and tendon
1361,Colectomy (segmental resection ),4181781,Partial resection of colon
1362,COLECTOMY RIGHT OR LEFT HEMICO,2109041,"Colectomy, partial; with anastomosis"
1363,COLECTOMY SEGMENTAL RESECTION,4181781,Partial resection of colon
1364,Collagen Implant Insertion,4068429,Occlusion of lacrimal punctum
1365,COLON FIBERSCOPY,2002703,Colonoscopy
1366,"Colon polypectomy(2-5ea,개당)",40486515,Colonoscopic excision of lesion of large intestine
1367,Colonic EUS,4306147,Diagnostic Doppler ultrasonography
1368,Colonic Miniprobe EUS,4306147,Diagnostic Doppler ultrasonography
1369,Colonoscopic Biopsy,2002703,Colonoscopy
1370,Colonoscopic Bleeding control,2109093,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with control of bleeding (eg, injection, bipolar cautery, unipolar cautery, laser, heater probe, stapler, plasma coagulator)"
1371,colonoscopic mucosal resection and submucosal rese,4140920,Fiberoptic endoscopic submucosal resection of lesion of colon
1372,COLONOSCOPIC POLYPECTOMY(1EA),2002728,Endoscopic polypectomy of large intestine
1373,color vascular sono.(carotid),4306147,Diagnostic Doppler ultrasonography
1374,color vascular sono.(ext),4306147,Diagnostic Doppler ultrasonography
1375,COLOR VISION TEST,2007822,Color vision study
1376,Color Vision Test,2007822,Color vision study
1377,Colostomy Care,46271823,Management of stoma care
1378,Colostomy Irrigation,4080499,Dressing of wound
1379,Colostomy Opening (Dressing),4164516,Suction drainage
1380,Colostomy(Loop),2002828,Other enterostomy
1381,Colporraphy anterior-posterior,44512704,Anterior and posterior colporrhaphy NEC
1382,COLPORRHAPHY(POSTERIOR COLPORR,44512706,Posterior colporrhaphy NEC
1383,COLPORRHAPHY(POSTERIOR COLPORR-직장류동반,4287790,Posterior repair of vagina
1384,COLPOSCOPY,4189586,Colposcopy
1385,Comformal Tx planning(A),4043011,Three dimensional treatment planning
1386,Communited Fractured Nasal Bone L (복합골절),4114788,Reduction of fractured nasal bone
1387,COMPLICATION(1치당),4119290,Removal and restoration of teeth
1388,Computer Planning(A),4079574,"CT guidance for treatment planning, teletherapy"
1389,Computer Planning(A),4079574,"CT guidance for treatment planning, teletherapy"
1390,Computer Planning(A-1),4079574,"CT guidance for treatment planning, teletherapy"
1391,Computer Planning(B),4079574,"CT guidance for treatment planning, teletherapy"
1392,Computer Planning(B),4079574,"CT guidance for treatment planning, teletherapy"
1393,Computer Planning(B-1),4079574,"CT guidance for treatment planning, teletherapy"
1394,Computer Planning(C-1),4079574,"CT guidance for treatment planning, teletherapy"
1395,Cone beam 전산화단층영상진단-3차원 CT,44810018,Cone beam CT
1396,Cone beam 전산화단층영상진단-일반,44810018,Cone beam CT
1397,Conformal Therapy,40480502,Conformal radiotherapy
1398,"Conformal Tx Planning(A),제1회",4043011,Three dimensional treatment planning
1399,Conformal Tx Planning(A-1),2211837,"3-dimensional radiotherapy plan, including dose-volume histograms"
1400,Congenital Perauticular Fistulec.Bot,4059759,"Excision of congenital preauricular cyst, fistula or sinus"
1401,CONGENITAL PREAURICULAR,4059759,"Excision of congenital preauricular cyst, fistula or sinus"
1402,Congenital Preauricular Fistulectomy,4059759,"Excision of congenital preauricular cyst, fistula or sinus"
1403,Congenital Preauricular Fistulectomy,4059759,"Excision of congenital preauricular cyst, fistula or sinus"
1404,Congenital Preauricular Fistulectomy L,4059759,"Excision of congenital preauricular cyst, fistula or sinus"
1405,"Conization of Cervix,Loop Electrosurgical Excision",2110154,"Conization of cervix, with or without fulguration, with or without dilation and curettage, with or without repair; cold knife or laser"
1406,Conization(Loop Electrosurgical Excision),2110154,"Conization of cervix, with or without fulguration, with or without dilation and curettage, with or without repair; cold knife or laser"
1407,CONJUNCTIVAL SUTURE,4219893,Suture of conjunctiva
1408,Conpensator or Bolus(A),2211849,"Treatment devices, design and construction; simple (simple block, simple bolus)"
1409,Continous Central Venous O2 sat.Monitoring,2314049,Noninvasive ear or pulse oximetry for oxygen saturation; by continuous overnight monitoring (separate procedure)
1410,Continu.B.Others,4194195,"Epidural injection of anesthetic substance, therapeutic, caudal, continuous"
1411,Continu.B.Others,4194195,"Epidural injection of anesthetic substance, therapeutic, caudal, continuous"
1412,Contrast Echo.,4306147,Diagnostic Doppler ultrasonography
1413,Contrast Echocardiogram(F/U),4311293,Color doppler ultrasound
1414,Contrast Enhanced USG(GI),4306147,Diagnostic Doppler ultrasonography
1415,"Contrast Enhanced USG, RFA",4306147,Diagnostic Doppler ultrasonography
1416,CONTROL OF EPISTAXIS,2001007,Control of epistaxis by cauterization (and packing)
1417,"Control of Epistaxis,Anterior Nasal Packing(DENT)",4034121,Vestibuloplasty
1418,"Control of Epistaxis,Anterior Nasal Packing(ENT) ",4034121,Vestibuloplasty
1419,"Control of Epistaxis,Electric Cauterization(DENT)",2001007,Control of epistaxis by cauterization (and packing)
1420,"Control of Epistaxis,Electric Cauterization(ENT)",2001007,Control of epistaxis by cauterization (and packing)
1421,Cool Line카테터 삽입당일,42709988,Insertion of nontunneled central venous catheter
1422,Corn Removal(2회째부터),2101928,"Paring or cutting of benign hyperkeratotic lesion (eg, corn or callus); single lesion"
1423,"Corn Removal, Cryosurgery",2101928,"Paring or cutting of benign hyperkeratotic lesion (eg, corn or callus); single lesion"
1424,"Corn Removal, Electrocautery",2101928,"Paring or cutting of benign hyperkeratotic lesion (eg, corn or callus); single lesion"
1425,"Corn Removal, Excision",4041850,Enucleation of corn
1426,CORNEAL SUTURE REMOVAL UNDER,4065834,Removal of corneal suture
