localcodename,concept_id,CONCEPT_NAME
NITI-S TIPS STENT 10MM*60MM,4234567,Biliary stent
NYLON 6/0(B620),45758903,"Nylon suture, monofilament"
ONE-THIOL TUBULAR PLATE(TITANIUM)3.5/5H,4106145,Third tubular plate
OREGON INTERFERENCE SCREW   7/25MM,4239189,Bone screw
PASSPORT BALLOON DILATATION CATHETER,45759444,Ureteral dilatation catheter
Polymem Dressing 203 5*5cm,4224205,Polyurethane foam sterile film dressing
Polymem Dressing 7412 10*32cm,4224205,Polyurethane foam sterile film dressing
POLYSORB 3/0 GL222,45758977,Polyglactin suture
POLYSORB 3/0 GL-222,45758977,Polyglactin suture
POLYSORB 5/0 GL1689,45758977,Polyglactin suture
Prolene Mesh 15.2*15.2,4224290,Polypropylene mesh
RADIUS RECONSTRUTION SCREW 2.7,4239189,Bone screw
RELOAD LINEAR CUTTER THICK TISSUE,45765043,"Open-surgery manual linear cutting stapler, single-use"
RHINO RAPID NASAL PAC 4.5CM(CAT.NO.450),4041621,Packing material
SAFEPASS GENERAL-5MM,45763434,Laparoscopic trocar
"SAW,BURR-인후두수술",4008955,Surgical saw
SEQUENT BALLOON(B.BRAUN),45768093,Coronary angioplasty balloon catheter
SHUNT CSF PERITONEAL CATHETER OPEN-END(43522),4150035,Peritoneal catheter
SKIN STAPLER 35R,45759886,Skin stapler
SOF-FLEX URE. DOUBLE PIGTAIL STENT 7F/26CM,4120252,Ureteric stent
SPIRAL-FLEX REINFORCED TRACHEAL TUBE CUFF 5.0,4149922,Armored endotracheal tube
STEPTY 39MM*80MM,45764922,Compression bandaging kit
STOMAHESIVE PASTE 60G,2614829,"Ostomy skin barrier, non-pectin based, paste, per ounce"
STONE BASKET HELICAL   3.5Fr. 65CM,4290438,Stone retrieval basket
TA CARTILAGE   60-3.5,45765046,"Open-surgery manual linear stapler, single-use"
TEGADERM FOAM DRESSING(ADHESIVE)14.3*15.6CM(10*11CM),4224205,Polyurethane foam sterile film dressing
"TITANIUM ULTRA-MICRO PLATE 4,6HOLE",45764348,"Craniofacial fixation plate, non-bioabsorbable"
UNI HEATED WIRE CIRCUIT CHILD,45767464,"Respiratory gas heating wire, infant"
UNIVERSAL CANNULATED SCREW   6.5/45MM,45764905,Pin-sleeve orthopedic bone screw
URINE HOURLY BAG(300/1300CC),4184824,Urinary collection bag
VANTEX CVC DOUBLE 16Fr,4179206,Central venous catheter
VICRYL ROUND LAP LOOP,45762077,Endotherapy ligature loop
VISISTAT WIDE 35발,45759886,Skin stapler
WHITE SILK 1-0   NW614,45760330,"Silk suture, sterile"
WHITE SILK 4-0   NW421,45758903,"Nylon suture, monofilament"
WIRE TUBE REINFORCED CUFFED 118-55,4149922,Armored endotracheal tube
WIRE TUBE(SHERIDAN) CUFFED 4.5MM NASAL/ORAL ,4149922,Armored endotracheal tube
WOO SAM YOGIPS 200(short arm),4042168,Short arm splint
YASAGIL STAND ANEURYSM CLIP FT623T PERMAN ,45761998,Aneurysm clip
YASAGIL STAND ANEURYSM CLIP FT758T PERMAN ,45761998,Aneurysm clip
ADMIRAL XTREME PTA BALLOON CATH M(6-12MM),45758378,Peripheral angioplasty balloon catheter
DAWSON-MUELLER TONG DRAINAGE CATH,2615756,"Catheter, drainage"
DBX PUTTY 1CC,4197043,Allogeneic bone graft material
"EXTERNAL FIXATOR TUBE SYSTEM FEMUR,TIBIA,HUMERUS,FOREARM",4122802,External fixator using bars
HEMOVAC 400ML   2592,45761279,Closed-wound drainage reservoir suction bulb
ICP Probe 2,4230994,Intracranial pressure catheter
MICRO STENT   4.0(16),45767945,Coronary artery stent
MONOCRYL 4/0 W3548,45759007,Poliglecaprone suture
TURBO JECT PICC CATH SET DOUBLE LUMEN,4161814,Peripherally inserted central catheter
2.3 THREADED LOCKING SCREW,4105219,Locking screw
무릎재건관절경재료,45767958,Arthroscopic surgical procedure kit
무릎진단 관절경재료대,45767958,Arthroscopic surgical procedure kit
"쇄골,주관절,완관절,족관절용 BURR & SAW",4008955,Surgical saw
식도청진기(체온계용) 18FR(Esophageal stethoscope),4236078,Esophageal stethoscope
영운드레싱-실버 9CM X 15CM,4224207,Non-woven fabric backed adhesive dressing
영운드레싱-실버 9CM X 25CM,4224207,Non-woven fabric backed adhesive dressing
ABLE CENTRAL VENOUS CATHETER TRIPLE,4179206,Central venous catheter
ACE CANNULATED CANCELLOUS HIP SCREW   5.0/42MM,45764905,Pin-sleeve orthopedic bone screw
ADJUSTABLE TRACHEOSTOMY TUBE 6FR,4044008,Tracheostomy tube
ALLEVYN STANDARD(10CM * 20CM),4224205,Polyurethane foam sterile film dressing
AMPLATZ GUIDING CATHETER CORDIS,45761363,Coronary artery guide catheter
ANTI-EM GP STOCKINGS THIGH L(베스트),2614875,"Surgical stockings thigh length, each"
ARROW GARD BLUE CVC TRIPLE CS-25703E,4179206,Central venous catheter
ASAHI PTCA GUIDE WIRE,45761299,"Cardiac catheter guidewire, single-use"
BC BAND 3.5CMx3.5CM (2CMX2CM),4229930,Wound management dressing
BIOGLUE SURGICAL ADHESIVE,4122789,Surgical adhesive
BIOSORB SCREW 1.5MM,45764342,"Craniofacial bone screw, bioabsorbable"
BLACK SILK 4/0 75CM,45760330,"Silk suture, sterile"
BRONCHIAL VISCERAL CATHETER   S5.0-38-85-GLB,45771910,"Angiographic catheter, single-use"
C.A.P.D TRANSFER SET(박스터) 6MONTHS,45761561,Continuous ambulatory peritoneal dialysis (CAPD) transfer set
CD HORIZON SMO0TH ROD 120MM이하(석영),4118610,Rod fixation system
CDH 33,45771219,Intraluminal circular stapler
CHROMIC 2-0 C223,45761207,"Catgut suture, chromic"
CHROMIC 3/0 W447,45761207,"Catgut suture, chromic"
CHROMIC 6-0   C611,45761207,"Catgut suture, chromic"
CLOSED SUCTION CATHETER SET 소아용,4129642,Closed-circuit suction catheter
CORTICAL SCREW   4.5/44MM,4239189,Bone screw
COTTON-LEUNG BILIARY STENT   CLSO-10-7 ERBD,4234567,Biliary stent
CRANIOFIX ABSORBABLE 16MM FF017,45764347,"Craniofacial fixation plate, bioabsorbable"
"CT film 8""*10""",45768234,Medical x-ray film
DEXON 3/0 9819-41,4106165,Dexon suture
"DISPOSABLE BIOPSY FORCEPS - GASTRO/2.4MM, 230CM",45768037,Endotherapy biopsy forceps
DISPOSABLE SKIN STAPLER(VISTA LITE) 35W,45759886,Skin stapler
DISSOLVABLE HERRICK LACRIMAL PLUG,45763309,Lacrimal punctum plug
DURA STAR PTCA DILATATION CATH,45768093,Coronary angioplasty balloon catheter
Dyna-Extor-M Standard,45764599,"External orthopedic fixation system, single-use, sterile"
E.V.D CATHETER 9FR(세운),4234117,Ventricular intracranial catheter
ENDO CLIP 5MM,45758369,"Ligation clip, metallic"
ENDO JAG GUIDE WIRE 0.035X450CM ANGLED TIP,45763355,Gastrointestinal guidewire
ENDOPATH ENDOSCOPIC LINEAR CUTTER-EZ45G(BODY),45765044,"Endoscopic manual linear cutting stapler, single-use"
ENDOTRACHEAL TUBE CUFF 5.0MM(히포),4331031,Endotracheal tube cuff
ENDOTRACHEAL TUBE CUFF 5.5FR(우삼),4331031,Endotracheal tube cuff
ETHIBOND 2-0 W10B77,4105230,Polyester suture
FIXED CURVE ELECTROPHYSIOLOGY CATHETER,45761958,"Electrophysiology cardiac catheter, single-use"
GORE-TEX CV-5 5KO2A,45758786,Polytetrafluoroethylene suture
GR-2001 CAST 3',4040386,Cast
GRIP LOK-L TUBE용,4271310,Tubular bandage
GUIDE WIRE TERUMO   038(J)-150,4159813,Guide wire
HEMOCONCENTRATOR HPH400,4129956,Hemoconcentrator
HEMODIALYSIS GUIDE WIRE,4159813,Guide wire
I.O.L 6.0MM 604A  ,4208975,Intraocular lens implant
K-WIRE (186-01-79)   0.035',45764506,"Internal orthopedic fixation system, plate/screw, non-bioabsorbable"
LAPORT BLADELESS 10MM ,45763434,Laparoscopic trocar
LC-DCP CANCELLOUS SCREW 6.5 THREAD   32/90MM,45764506,"Internal orthopedic fixation system, plate/screw, non-bioabsorbable"
LC-DCP CANCELLOUS SCREW SHORT THREAD   4.0/22MM,4239189,Bone screw
LC-DCP CANCELLOUS SCREW SHORT THREAD   4.0/40MM,4239189,Bone screw
LEIBINGER BONE SCREW 3.5MM미만,4239189,Bone screw
LEUKOSAN SKINLINK 6*70MM,4117603,Wound glue
LINEAR CUTTER TLC55,45765046,"Open-surgery manual linear stapler, single-use"
LOCKING SCREW 3.5MM(준영),4105219,Locking screw
MEROCEL   400402,4041621,Packing material
MICRO PLATE 12H-18H,45764348,"Craniofacial fixation plate, non-bioabsorbable"
MICRO PLATE ORB-8H 01-7568,45764348,"Craniofacial fixation plate, non-bioabsorbable"
MINI PLATE LEFT 18MM 20-LL-324,45764348,"Craniofacial fixation plate, non-bioabsorbable"
MULTIPURPOSE TRIGUIDE-LITE SCIMED,45761363,Coronary artery guide catheter
NATURA DRAINABLE POUCH(투명) 57MM,4225137,Colostomy bag
NEW TLC CARTRIDGE 75MM(LARGE),45765044,"Endoscopic manual linear cutting stapler, single-use"
NEWTON CEREBRAL CATHTER   S5.0-38-100-HN4,45771910,"Angiographic catheter, single-use"
NO STING BARRIER FILM WIPE 1CC,2614795,"Ostomy skin barrier, liquid (spray, brush, etc.), per oz"
ONE PIECE COLOSTOMY BAG D-20,4225137,Colostomy bag
OSSICULAR RECONSTRUCTION TOTAL 11-56296,4106149,Total ossicular replacement prosthesis
Polymem Dressing 7048 10*20cm,4224205,Polyurethane foam sterile film dressing
POLYSORB 3/0 L-32,45758977,Polyglactin suture
POLYSORB 4/0(D-TACH) GL44MG,45758977,Polyglactin suture
POUCH BAG (수입) 57,4225137,Colostomy bag
Prolene 5/0 W527,4262269,Sterile polypropylene monofilament suture
Proximate Stapler Reload XR30V Cartridge,45765046,"Open-surgery manual linear stapler, single-use"
RIB 3.5 CORTICAL BONE SCREW,4239189,Bone screw
Safil 2/0 C1048415,45758561,Polyglycolic acid suture
"SAW,BURR-개두술(중간)",4008955,Surgical saw
"SAW,BURR-안면골(악관절포함)",4008955,Surgical saw
SCD SLEEVE- THIGH XS / 74010,2616707,"Segmental pneumatic appliance for use with pneumatic compressor, half leg"
SENSURA 2PC ILEOSTOMY BAG(불투명) 50MM,4218999,Ileostomy bag
SILK NON-NEEDLE 4/0 45CM*17,45760330,"Silk suture, sterile"
STANDARD  COOK  WIRE   0.035(J)260,4159813,Guide wire
SV G/W 180CM 초과,4159813,Guide wire
THORACIC CATHETER 36FR(ANGLE/히포) ,45759690,Thoracic drain
THREADED KIRSCHNER WIRE,4105206,K-wire
TIE VICRYL PLUS 1/0 5*70CM VCP1217E,45758959,"Polyglactin suture, antimicrobial"
TIE VICRYL PLUS 1/0 6*45CM VCP1227H,45758959,"Polyglactin suture, antimicrobial"
TKR OXFORD PH3 TIBIAL TRAY(메디플러스),4197312,Unicompartmental knee joint prosthesis
TRAXCESS 14 GUIDEWIRE,4159813,Guide wire
TWIST-IN CANNULA 5.75*7 AR6560,45764775,Arthroscopic access cannula kit
ULTRA THIN  MEDITECH,4124393,Balloon dilatation catheter
URO FOLEY CATHETER(3WAY)-22FR,2614773,"Indwelling catheter; foley type, three way for continuous irrigation, each"
UROMAX II BALLOON CATH,45759444,Ureteral dilatation catheter
UROSTOMY/COLO 2PC BASE PLATE 70MM(SENSURA),4224190,Stoma flange
Venacava filter Trapease,4107129,Vena cava filter
VERSIVA XC 14*14CM,4219811,Hydrocolloid hydrofiber dressing
VICRYL 2/0 W9150,45758977,Polyglactin suture
VICRYL PLUS 2/0 VCP339H,45758977,Polyglactin suture
WOO SAM YOGIPS 420 (short arm),4042168,Short arm splint
XCEL BLADLESS 12MM TROCAR 100MM B12LT,45763434,Laparoscopic trocar
Yasagil A-Clip FE754,45761998,Aneurysm clip
YASAGIL MINI ANEURYSM CLIP FT728T PERMAN  ,45761998,Aneurysm clip
Y-CONNECTOR 3/8X3/8X3/8(W/L),4121560,Y connector
고관절 치환용 SCREW(에스롬),45763203,Hip internal fixation system
ALCON IOL(CZ70BD),4208975,Intraocular lens implant
Bard PEG Tube,45767778,Gastrointestinal ostomy tube
BIATAIN IBU NON-ADHESIVE 20*20CM,4270177,Polyurethane foam film dressing sterile without adhesive border 20cm x 20cm square
CORTICAL SCREW   3.5/40MM,4239189,Bone screw
CRANIAL PLATE 1.6 STR.4H LONG,45764348,"Craniofacial fixation plate, non-bioabsorbable"
E-POLY KNEE BEARING,45768073,Knee tibia/insert prosthesis
FAST-FIX,45763987,"Endotherapy suturing unit, single-use"
"ICP MONITO CATHETOR, PROBE1",4230994,Intracranial pressure catheter
ILA 100 CARTILAGE   3.85MM,45767975,Cutting stapler
LUBBOC BONE,37018127,"Bone matrix implant, animal derived, bioabsorbable"
MAXI SCREW 2.4MM X 12MM(206-2412),45773261,"Craniofacial bone screw, non-bioabsorbable"
MEGA SPINE ROD 121MM이상(비제이),4118610,Rod fixation system
MINI PLATE LEFT 18M,45764348,"Craniofacial fixation plate, non-bioabsorbable"
ON-Q PAINBUSTER SILVER 6.5CM-270ML(2*2ML/HR),45764723,Pain management medication delivery system
"ON-Q PAINBUSTER SILVER SOAKER 6.5cm, 270ml",45764723,Pain management medication delivery system
ORTHOBLAST II PASTE 3CC,4128972,Allograft cancellous bone
OSTEOTRANS-MX SCREW 2.0*8MM OFS208,45764342,"Craniofacial bone screw, bioabsorbable"
SOS BAKRI TAMPONADE BALLOON,45762700,Intrauterine balloon
SUPRATHEL 9*10cm,45761020,Bioabsorbable wound dressing
SYNPOR OBITAL FLOOR PLATE,4187325,Porous polyethylene orbital implant
UNIVENT BRONCHUS TUBE 6.5,4327418,Endotracheal tube with bronchial blocker
3M B.C.D Set,45761368,Cardioplegia solution administration kit
"개두술(중간)에 사용한 BURR,SAW 등 절삭기류",4008955,Surgical saw
쟈마트 10CC Micro Filter Needle With Syringe,45760191,"Syringe filter, clinical"
"치과 관련 수술에 사용한 BURR,SAW 등 절삭기류 -절제",4008955,Surgical saw
풍선카테타,45760308,Balloon kyphoplasty kit
ACCU-SHEATH LONG INTRODUCER SYSTEM- 9FR이하/25CM,45761573,Catheter introducer
ACE LOCK,4271310,Tubular bandage
ALLEVYN STANDARD(20CM *20CM),4296911,Polyurethane foam film dressing sterile with adhesive border 20cm x 20cm square
AMPLATZ(L)BRITE TIP DURALYN CORDIS   7Fr. 2,45761363,Coronary artery guide catheter
ANAPA PLUS P1020,45758185,Patient-controlled analgesia infusion pump
ANGIO CATHETER COBRA ,45771910,"Angiographic catheter, single-use"
Antibacterial Foley Catheter 18Fr.,2614772,"Indwelling catheter, foley type, two-way, all silicone, each"
AutoSuture Endo GIA I 30 D.L.U 2.0,45765044,"Endoscopic manual linear cutting stapler, single-use"
AUTOTRANSFUSION SET ALL SIZE,45768153,Blood autotransfusion system
BIPOLAR CUP,45763037,Femoral head bipolar component
Black Silk 4/0 W582,45760330,"Silk suture, sterile"
C.A.P.D TRANSFER SET,45761561,Continuous ambulatory peritoneal dialysis (CAPD) transfer set
CHROMIC 1 C001501,45761207,"Catgut suture, chromic"
COM.STOCKING THIGH OPEN L(30-40MMHG) 310,2614875,"Surgical stockings thigh length, each"
COTTON-LEUNG BILIARY STENT   CLSO-10-5 ERBD,4234567,Biliary stent
CRANIAL SCREW PLUSDRIVE 1.6 1.6*4MM,45773261,"Craniofacial bone screw, non-bioabsorbable"
CRANIAL SCREW PLUSDRIVE 1.6 1.6*6MM,45773261,"Craniofacial bone screw, non-bioabsorbable"
DOGO COMPRESSION STOCKING THIGH(264) L 20-30MMHG,2614875,"Surgical stockings thigh length, each"
EASYDERM PLUS 10CM X 10CM(100㎠),4224205,Polyurethane foam sterile film dressing
ENDO CLIP(메디테크),45758369,"Ligation clip, metallic"
ENDO LINEAR CUTTER 6TB45,45765044,"Endoscopic manual linear cutting stapler, single-use"
Endo Wire Tube Cuff 7.0,4149922,Armored endotracheal tube
ENDOTRACHEAL 5.5 SOFT-SEAL CUFFED TUBE,4331031,Endotracheal tube cuff
ENDOTRACHEAL TUBE CUFF 6.5,4331031,Endotracheal tube cuff
ENDOTRACHEAL TUBE RAE. ORAL CUFFED PREFORMED 8.0,4148969,Oral RAE endotracheal tube
ENDOTRACHEAL TUBE UNCUFF 5.0FR(우삼),4097216,Endotracheal tube
ETHILON 2-0   W736,45758903,"Nylon suture, monofilament"
FAST-CATH GUIDING INTRODUCER TRIO 16CM이하,45761573,Catheter introducer
FILM HR-C 14'*14',45768234,Medical x-ray film
FLEXIPATH TROCAR 15MM FP015,45761308,"Cardiovascular/thoracic trocar, single-use"
FOLEY CATHETER SILICONE 2-WAY   18FR,45764905,Pin-sleeve orthopedic bone screw
GII ANCHOR (210493),45759990,Surgical binding material anchor
GLIDE CATHETER ANGLE XL95110   5F-100CM,45771910,"Angiographic catheter, single-use"
KOKEN DOUBLE TUBE   8MM,4044008,Tracheostomy tube
Komet Burr(Cutting) 3.5~4.0mm,4008955,Surgical saw
LC-DCP CANCELLOUS SCREW 6.5 THREAD   32/85MM,45764506,"Internal orthopedic fixation system, plate/screw, non-bioabsorbable"
LC-DCP CANCELLOUS SCREW FULL THREAD   4.0/14MM,4239189,Bone screw
LC-DCP CANCELLOUS SCREW FULL THREAD   4.0/40MM,4239189,Bone screw
LC-DCP CANCELLOUS SCREW SHORT THREAD   4.0/30MM,4239189,Bone screw
LC-DCP CORTEX SCREW TIT.   3.5/14MM,4239189,Bone screw
LOCKING ROUND HOLE RECON PLATE,4098108,Bone plate
MAXI SCREW 2.4*8MM 24-MX-008,45773261,"Craniofacial bone screw, non-bioabsorbable"
Mediform2 10*10,4296916,Polyurethane foam film dressing sterile without adhesive border 10cm x 10cm square
MEDPOR ORBITAL RIMS,45761346,Cranioplasty sheet
Mersilk 1 W205,45760330,"Silk suture, sterile"
Micro Bone Screw 1.2*4mm 59-12104,45773261,"Craniofacial bone screw, non-bioabsorbable"
MICRO CTR-DRV SCREW 4.5MM   01-7204,45773261,"Craniofacial bone screw, non-bioabsorbable"
MICRO CTR-DRV SCREW EMERGENCY 5.0MM   01-7225,45773261,"Craniofacial bone screw, non-bioabsorbable"
MID SCREW FOR NS,45773261,"Craniofacial bone screw, non-bioabsorbable"
Mini Bone Plate 4H-Long,45764348,"Craniofacial fixation plate, non-bioabsorbable"
MINI PLATE 4H 20-ST-004,45764348,"Craniofacial fixation plate, non-bioabsorbable"
MITRAL HEART VALVE TISSUE   25,4085258,Biologic cardiac valve prosthesis
MONOFUSION 25/50cm,45760407,"Backflow valve, in-line, single-use"
MONOSYN 1/0 22467,45772825,Synthetic bioabsorbable suture
MULTIFIX IV L TYPE,4271310,Tubular bandage
NEOTRODE AND NEOTRODE Ⅱ CONDUCTIVE ADHESIVE GEL W,45758427,Neonatal electrocardiographic electrode
NEXGEN TIBIAL PLATE,2720091,"Replacement, socket, below knee, molded to patient model"
NITI-S BILIARY STENT 10MM*6CM,45764662,Bare-metal biliary stent
NYLON 7/0 NK717P,45758903,"Nylon suture, monofilament"
"OTOPUS E/F Femur,Tibia,Humerus",45764599,"External orthopedic fixation system, single-use, sterile"
PIGTAIL  CORDIS   4Fr.,45771910,"Angiographic catheter, single-use"
PIGTAIL 5FR,45771910,"Angiographic catheter, single-use"
PIONEER CABLE SYSTEM,45759435,Sternal fixation system
POLYSORB 3/0 GL67MG,45758977,Polyglactin suture
POPLOK 4.5mm(anchor),45759990,Surgical binding material anchor
POSTERIOR VIRECTOMY PACK DP-4800,45765007,Vitrectomy system micro-cutting unit
PROLENE 2-0   W8977,4262269,Sterile polypropylene monofilament suture
PROLENE 3/0 8851,4262269,Sterile polypropylene monofilament suture
QUADROX-I OXYGENATOR ADULT,45764594,"Oxygen administration hood, pediatric"
REGULAR ACYTRAK SCREW,4239189,Bone screw
RYNER SUPER FLEX 620H,4208975,Intraocular lens implant
SAFEGUARD,45768120,Femoral artery compression system
SCD SLEEVE,2616707,"Segmental pneumatic appliance for use with pneumatic compressor, half leg"
SEXTANT MULTI-AXIAL SCREW SET(석영),45761303,Bone-screw internal spinal fixation system
SILK NON-NEEDLE 2/0 75CM*10,45760330,"Silk suture, sterile"
SIMMONS CEREBRAL CATHETER   5.0-38-100-SIM2,45771910,"Angiographic catheter, single-use"
SINGLE CVP CATHETER-16FR,4179206,Central venous catheter
SORBACT ABSORBENT 10*20,45772557,"Wound-nonadherent dressing, absorbent, antimicrobial"
S-PIN (187-06-79)   5/32',4300178,Bone pin
SPIRAL-FLEX REINFORCED TRACHEAL TUBE Cuff 7.0,4149922,Armored endotracheal tube
STAY SAFE CATHETER EXTENSION LUER-LOCK,45773341,Blood collection Luer adaptor
Steel Wire 5 M650G,45760281,"Surgical stainless steel suture, monofilament"
STIFF GUIDE WIRE ,4159813,Guide wire
STR.-CONNECTOR 3/8X1/2(W/L),45764266,Low-pressure tubing connector
Sugita Titanium Clip NO.1-73,45761998,Aneurysm clip
Sur-Fit NATURA Urostomy Pouch 45mm,4225145,Urostomy bag
SURGISORB 1 SV114,45758561,Polyglycolic acid suture
"SUTURE WIRE 16G(0.048""*3M)",4296155,Stainless steel wire suture
SUTURE WIRE(191-48)(처방:10CM X 실사용량 단위로 입력),4296155,Stainless steel wire suture
TAPERED-SHAFT PUNCTUM PLUG 7MM(SUPER-FLEX),45763309,Lacrimal punctum plug
Tegaderm+pad (9x10cm) - 3586,4229930,Wound management dressing
TERUPLUG-MEDIUM,4135787,Absorbable collagen sponge bone graft product
THSCF-35-260-BH-AES,4159813,Guide wire
TING EXTERNAL NASAL SPLINT 10101001,45764208,External nasal splint
TITANIUM ELASTIC NAIL,45763058,"Flexible bone nail, sterile"
TSRH ROD 120MM 이하,4118610,Rod fixation system
UDS CATHETER CYSTOMETRY 2WAY,4070667,Urinary catheter
Uitrathin balloon(small)-6mm이하,4124393,Balloon dilatation catheter
ULTRACAP-#1,4103628,Amalgam (silver) dental filling material
UROSOFT URE. STENT SET(INTRA-OP) 4.7F/26CM,4120252,Ureteric stent
UROSOFT URE. STENT SET(INTRA-OP) 6F/24CM,4120252,Ureteric stent
UROSTOMY/COLO 2PC BASE PLATE 40MM(SENSURA),4224190,Stoma flange
V.A.C ATS CANISTER SET WITH GEL,45758433,Negative-pressure wound therapy system canister
V-18 CONTROL GUIDEWIRE 300cm이하,4159813,Guide wire
VICRYL 1(OS) J699H,45758977,Polyglactin suture
Vicryl 2/0 W9360,45758977,Polyglactin suture
V-LOC 180 VLOCL0306 1/0,4085090,Absorbable ligature
XIA Screw Set all size,45761303,Bone-screw internal spinal fixation system
Yasagil A-Clip FE806,45761998,Aneurysm clip
YASAGIL MINI ANEURYSM CLIP PERMAN  FT682T,45761998,Aneurysm clip
YASAGIL MINI ANEURYSM CLIP PERMAN  FT690T,45761998,Aneurysm clip
YASAGIL STAND ANEURYSM CLIP FT764T PERMAN ,45761998,Aneurysm clip
멸균튜브가드 5*5*6CM,2615200,"Tubular dressing with or without elastic, any width, per linear yard"
폴라로이드 필름,45759814,Surgical camera film
BLOODSTOP IX,45767974,Bioabsorbable hemostatic agent
CERVICAL SPACER,46273272,Partially-bioabsorbable composite spinal fusion cage
GAMMA3 NAIL SYSTEM,4106139,Rigid intramedullary nail
HANARO BILIARY STENT ,4234567,Biliary stent
LC-DCP NARROW PLATE   4.5/10H,4106989,LC-DCP plate
MEDIFOAM AD 5*30CM,4224205,Polyurethane foam sterile film dressing
OPSITE POST-OP VISIBLE 35*10CM,4224205,Polyurethane foam sterile film dressing
OrthoBlast II Gel-8CC,4128972,Allograft cancellous bone
ORTHOBLAST II PASTE 0.5CC,4128972,Allograft cancellous bone
PEEL AWAY INTR0DUCER(BAXTER),45761573,Catheter introducer
PRIMA OCT SYSTEM SCREW SET,37018272,Interspinous spinal fixation implant
PROTAD IV 3ML,2615775,Adhesion barrier
REVOLUTION CATHETER 89000,45757922,"Peripheral vascular ultrasound catheter, steerable"
"SCATH CAST 5""",2614911,"Special casting material (e.g., fiberglass)"
SUGITA ANEURYSM CLIP LARGE   STR. M 15,45761998,Aneurysm clip
VENOUS CANNULAE RT. ANGLE   18FR,4124293,Venous cannula
100MM VERSASTEP 5MM VS101005,45763434,Laparoscopic trocar
3M NO STING BARRIER FILM PUMP SPRAY(28CC),45759907,Skin moisture barrier dressing
3-WAY FOLEY CATHETER 18FR(S),2614773,"Indwelling catheter; foley type, three way for continuous irrigation, each"
4.5 Cortical Screw(제일),4239189,Bone screw
스카클리닉 중 10*12,45767862,Scar management dressing
ACE CANNULATED CANCELLOUS SCREW   6.5/60MM,45764905,Pin-sleeve orthopedic bone screw
ACE GRIP ENDO FIX #2 Green,4271310,Tubular bandage
ACHILLES TENDON BONE,4197043,Allogeneic bone graft material
ADDITIONAL BASKET FOR LITHOTRIPTOR,4290438,Stone retrieval basket
AMPHIRION DEEP BALLOON CATHETER SMALL(2-5 MM),4259287,Angioplasty balloon catheter
AORTIC ARCH HI-FLEX CANNULA ARS 20FR,45763508,Aorta cannula
Aortic P. Cannula 18-24G,45763508,Aorta cannula
ARCALINE 5ML,45760079,"Retinal tamponade medium, postoperative"
Auto Suture Surgi Clip S-9.0,45758369,"Ligation clip, metallic"
Auto Suture TA60 Stapler 4.8,45765046,"Open-surgery manual linear stapler, single-use"
AV KITS(HEMOFILTER & LINE),45758443,Hemofiltration system
BARD TEFLON FELT 7837,4105232,Polytetrafluoroethylene sheet
BAROVAC 150ML SS150L+/16FR,45761279,Closed-wound drainage reservoir suction bulb
BAROVAC 150ML SS150L+/24FR,45761279,Closed-wound drainage reservoir suction bulb
BIOSORB FX-2.0MM 이상,45764342,"Craniofacial bone screw, bioabsorbable"
BLACK SILK 6-0   W593,45760330,"Silk suture, sterile"
BLUE NYLON 4/0 NB434,45758903,"Nylon suture, monofilament"
CANCELLOUS CHIP/COARSE 4-10mm 5cc,4128972,Allograft cancellous bone
Chromic 1 C0185,45761207,"Catgut suture, chromic"
CHROMIC GUT 1(64MM) ICG-48,45761207,"Catgut suture, chromic"
CMW Bone Cement 40G+항생제,4245414,Bone cement
COLOSTOMY PLATE(FLANGE)-60MM,4224190,Stoma flange
CONTOUR RELOADABLE CARTRIDGE CR40B,45765043,"Open-surgery manual linear cutting stapler, single-use"
CORONARY STENT PREMOUNTED(COROFLEX)-3.5 DIAMETER,45767945,Coronary artery stent
CORTICAL SCREW   4.5/16MM,4239189,Bone screw
COTTON-LEUNG BILIARY STENT   CLSO-7-9 ERBD,4234567,Biliary stent
DISPOSABLE INFUSION PUMP(AUTOMED)3200(100ML),45758185,Patient-controlled analgesia infusion pump
DLP FEMORAL ARTERIAL CANNULAE,45761485,"Cardiopulmonary bypass cannula, femoral"
DOGO COMPRESSION STOCKING THIGH(264) S 20-30MMHG,2614875,"Surgical stockings thigh length, each"
DRUM TO STAPES PROP PLS 140059,4106991,Partial ossicular replacement prosthesis
DUK-IN S-SPLINT (PRE CUT TYPE) 5*30,2614911,"Special casting material (e.g., fiberglass)"
E.C.C NEONATAL SILICONE CATHETER(EPICUTANEO-CAVE C,4161814,Peripherally inserted central catheter
Endo Wire Tube Cuff 7.5,4149922,Armored endotracheal tube
Endo Wire Tube Cuff 8.0,4149922,Armored endotracheal tube
ERBD BILIARY STENT   7Fr.-70mm,4234567,Biliary stent
EZ RAP KNEE S,2719590,"Knee orthosis, locking knee joint(s), positional orthosis, prefabricated, includes fitting and adjustment"
EZ VAC 200 200JP,45761279,Closed-wound drainage reservoir suction bulb
FOLEY CATHETER SILICONE 3-WAY   20FR,45764905,Pin-sleeve orthopedic bone screw
GAUZE-2*2*8P,4228721,Gauzes
GEENEN BILIARY STENT   GEPD-5-12,45772812,Pancreatic stent
GRIP-ET,45762131,Endotracheal tube holder
HEMOCONCENTRATOR JUNIOR,4129956,Hemoconcentrator
